Born	City	Pr/St	Cntry	Nat	Ht	Wt	DftYr	DftRd	Ovrl	Hand	NHLid	Last Name	First Name	Position	Team	GP	G	A	A1	A2	PTS	+/-	E+/-	PIM	Shifts	TOI	TOI	TOI/GP	TOI/GP	TOI%	IPP%	SH%	SV%	PDO	F/60	A/60	Pct%	Diff	Diff/60	iCF	iCF	iFF	iSF	iSF	iSF	ixG	iSCF	iRB	iRS	iDS	sDist	sDist	Pass	iHF	iHF	iHA	iHDf	iMiss	iGVA	iTKA	iBLK	iGVA	iTKA	iBLK	BLK%	iFOW	iFOL	iFOW	iFOL	FO%	%FOT	dzFOW	dzFOL	nzFOW	nzFOL	ozFOW	ozFOL	FOW.Up	FOL.Up	FOW.Down	FOL.Down	FOW.Close	FOL.Close	OTG	1G	GWG	ENG	PSG	PSA	G.Bkhd	G.Dflct	G.Slap	G.Snap	G.Tip	G.Wrap	G.Wrst	CBar 	Post	Over	Wide	S.Bkhd	S.Dflct	S.Slap	S.Snap	S.Tip	S.Wrap	S.Wrst	iPenT	iPenD	iPENT	iPEND	iPenDf	NPD	Min	Maj	Match	Misc	Game	CF	CA	FF	FA	SF	SA	xGF	xGA	SCF	SCA	GF	GA	RBF	RBA	RSF	RSA	DSF	DSA	FOW	FOL	HF	HA	GVA	TKA	PENT	PEND	OPS	DPS	PS	SOS	SOG	SOGDG	OTOI	Grit	DAP	Pace	GS	GS/G	1st	2nd	3rd	MGL	Injuries	CHIP	NMC	Status	Salary	Cap Hit
1993-02-05	Calgary	AB	CAN	CAN	72	195	2011	2	32	R	8476427	Rattie	Ty	RW	CAR/STL	9	0	2	2	0	2	-2	-1,5	0	139	5799	96,6	10,73	10,74	21,2%	100,0%	4,2%	,917	958	1,24	2,48	33,3%	-2	-1,24	15	15	13	10	10	10	0,6	1	1	1	2	33,5	28,7	81,0	10	10	7	3	3	0	4	4	0	4	4	4,4%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	2	0	4	0	3	0	3	3	3,0	0	0	0	0	0	82	90	61	68	48	48	3,8	5,2	7	16	2	4	4	7	6	7	10	14	36	44	37	43	11	14	3	6	-0,1	0	0				358,92	14	0,0	106,8	2,1	0,23								RFA	$650 000,00	$650 000,00
1992-10-24	Eden Prairie	MN	USA	USA	68	178	2011	3	91	L	8476415	Rau	Kyle	C	FLA	24	2	1	0	1	3	-3	-2,2	4	324	13824	230,2	9,60	9,60	19,5%	60,0%	5,3%	,929	982	1,30	2,09	38,5%	-3	-0,78	33	33	26	21	21	21	1,5	5	2	1	3	30,5	31,5	0,0	24	24	21	3	5	2	7	3	2	7	3	1,5%	2	1	2	1	66,7%	1,5%	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	5	1	0	5	7	0	1	7	1	1	2	1	0	-0,9	1	0	0	0	0	188	201	142	147	94	113	7,8	8,7	24	31	5	8	8	4	9	5	17	9	98	105	115	80	29	34	16	9	-0,1	0,2	0,1				948,38	31	31,0	101,4	1,9	0,08	0	0	1					RFA	$925 000,00	$858 750,00
1985-09-17	Cochrane	AB	CAN	CAN	73	179	2005	2	51	L	8471664	Raymond	Mason	LW	ANA	4	0	0	0	0	0	-2	-0,2	0	53	2138	35,7	8,92	8,91	18,7%	0,0%	0,0%	,900	900	0,00	3,37	0,0%	-2	-3,37	5	5	4	3	3	3	0,1	0	0	0	0	54,3	51,7	0,0	3	3	0	3	1	1	0	0	1	0	0	0,0%	0	1	0	1	0,0%	3,8%	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0,0	0	0	0	0	0	31	35	27	26	22	20	1,3	1,4	4	4	0	2	0	0	0	0	0	0	17	9	9	21	1	2	0	4	-0,1	0	-0,1				155,3	3	0,0	111,1	-0,4	-0,11										
1986-06-14	Ilderton	ON	CAN	CAN	70	185				R	8476177	Read	Matt	RW/LW	PHI	63	10	9	7	2	19	3	0,6	8	1219	52146	866,1	13,80	13,78	25,1%	67,9%	6,8%	,930	998	1,94	1,80	51,9%	2	0,14	161	161	124	92	92	92	9,0	36	5	11	16	30,6	26,5	263,4	95	95	125	-30	32	18	21	32	18	21	32	4,3%	5	10	5	10	33,3%	2,1%	0	0	1	2	4	8	1	1	2	2	3	7	0	1	2	0	0	0	1	1	1	0	1	0	6	1	0	6	25	8	2	6	22	9	0	45	4	5	4	4	1	2,4	4	0	0	0	0	846	747	600	514	412	372	33,1	33,1	101	120	28	26	25	38	54	42	79	80	386	344	421	452	114	82	36	44	0,8	1,2	2	1	0	0	2587,55	135	29,0	110,4	29,0	0,46	1	1	0	18	Oblique, Lower body, Upper body	$795 731,71		UFA	$4 000 000,00	$3 625 000,00
1987-01-20	Winnipeg	MB	CAN	CAN	73	225	2005	5	156	R	8471817	Reaves	Ryan	RW	STL	80	7	6	5	1	13	4	1,5	104	1078	42648	710,8	8,88	8,88	18,2%	50,0%	8,6%	,936	1022	2,19	1,77	55,3%	5	0,42	105	104	83	58	58	58	7,5	27	9	7	16	25,2	21,7	102,1	239	239	76	163	25	4	11	26	4	11	26	4,2%	0	5	0	5	0,0%	0,9%	0	3	0	1	0	1	0	1	0	2	0	3	0	2	1	0	0	1	0	0	0	0	2	0	5	0	1	0	24	7	3	6	2	10	0	30	27	16	22	13	-11	-8,0	17	6	0	3	1	532	619	402	453	304	328	23,8	24,7	73	70	26	21	24	23	28	25	52	48	286	291	507	364	43	71	62	34	0,2	1	1,2				3203,75	375	14,7	97,2	10,1	0,13	0	0	2					UFA	$1 125 000,00	$1 125 000,00
1988-07-26	Traverse City	MI	USA	USA	74	208	2008	7	184	R	8474743	Redmond	Zach	D	MTL	16	0	5	1	4	5	6	3,6	2	260	11818	196,8	12,32	12,31	25,2%	41,7%	12,2%	,900	1022	3,66	2,13	63,2%	5	1,52	35	35	19	12	12	12	0,6	0	1	3	4	57,4	43,8	15,4	25	25	24	1	7	6	5	13	6	5	13	9,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	8	1	0	1	0	-1	0,0	1	0	0	0	0	187	140	136	100	98	70	11,0	7,4	31	16	12	7	8	7	17	7	25	14	81	85	66	106	36	24	8	9	0,3	0,9	1,2				584,31	40	30,0	99,7	7,7	0,48				18	Foot	$134 451,22		UFA	$575 000,00	$612 500,00
1993-07-13	Chicago	IL	USA	USA	74	193	2011	4	98	L	8476422	Reilly	Mike	D	MIN	17	1	0	0	0	1	1	1,7	2	270	12629	210,4	12,38	12,38	23,2%	11,1%	7,3%	,923	996	2,57	2,28	52,9%	1	0,29	47	47	30	19	19	19	0,9	0	2	1	3	50,6	40,3	0,0	2	2	21	-19	11	6	0	8	6	0	8	4,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	9	1	0	5	1	0	0	12	1	2	1	1	1	1,2	1	0	0	0	0	225	186	169	143	123	104	10,0	6,5	29	11	9	8	8	4	7	8	15	12	100	74	60	103	29	20	16	14	0	0,4	0,4				697,65	12	2,0	117,2	3,1	0,18								RFA	$925 000,00	$925 000,00
1995-11-06	West Vancouver	BC	CAN	CAN	73	193	2014	1	2	R	8477933	Reinhart	Sam	C	BUF	79	17	30	23	7	47	-11	5,4	8	1592	81609	1352,5	17,22	17,18	30,3%	57,3%	9,8%	,917	1015	3,64	2,26	61,7%	31	1,38	280	280	233	178	178	178	24,2	100	21	11	32	22,0	21,0	420,8	21	21	85	-64	55	27	25	40	27	25	40	3,5%	86	124	86	124	41,0%	15,4%	18	36	44	39	24	49	38	54	23	31	52	82	0	3	3	2	0	0	1	1	0	2	3	0	10	0	5	9	41	16	5	1	20	19	0	117	4	13	4	12	9	10,8	4	0	0	0	0	1482	1130	1146	844	840	618	81,0	46,2	283	142	82	51	72	37	57	48	129	85	661	699	454	389	180	118	58	89	3,3	1,3	4,6	6	2	0	3117,42	69	11,5	115,9	46,4	0,59	2	3	4	2	Flu	$21 808,95		RFA	$925 000,00	$894 167,00
1992-03-25	Zagreb		HRV	HRV	74	200				R	8477916	Rendulic	Borna	RW/C	VAN	1	0	0	0	0	0	0	0,4	0	7	291	4,8	4,85	4,85	9,6%	0,0%	0,0%	1,000	1000	0,00	0,00	0,0%	0	0,00	1	1	1	1	1	1	0,1	0	0	0	0	16,0	16,3	0,0	0	0	0	0	0	0	0	0	0	0	0	0,0%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0,0	0	0	0	0	0	9	1	6	1	5	1	0,4	0,0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	0	0	0	0	0	0				45,4	0	0,0	124,0	0,5	0,48								UFA	$575 000,00	$575 000,00
1994-06-01	Pickering	ON	CAN	CAN	74	205				L	8479252	Renouf	Dan	D	DET	1	0	0	0	0	0	0	0,6	0	18	815		13,58	9,06	#DIV/0!	0,0%	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0,0%	0	#DIV/0!		1			1	1					0	58,0		0,0	3			0	0	0	0	0				#DIV/0!	0	0			0,0%	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0			0	0,0	0	0	0	0	0																	0	0									0	0	0					3	0,0	#DIV/0!										RFA	$692 500,00	$767 500,00
1980-02-10	Montreal	QC	CAN	CAN	72	179	1998	2	45	L	8467371	Ribeiro	Mike	C	NSH	46	4	21	10	11	25	-5	-0,2	14	927	44077	732,0	15,97	15,95	28,3%	67,6%	8,5%	,919	1004	3,03	2,46	55,2%	7	0,57	74	74	50	38	38	38	4,2	14	4	3	7	28,9	26,9	230,3	33	33	38	-5	12	27	10	6	27	10	6	1,0%	183	261	183	261	41,2%	72,5%	22	27	70	106	91	128	37	59	82	93	116	175	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	10	0	0	10	4	6	0	18	7	4	8	0	-3	-5,5	7	0	0	0	0	844	609	617	489	436	372	37,9	28,0	106	80	37	30	24	23	32	31	56	54	261	351	238	240	116	73	50	42	1,2	0,6	1,8				1854,42	53	6,1	119,1	21,1	0,46	1	1	2					UFA	$3 500 000,00	$3 500 000,00
1993-04-06	Markham	ON	CAN	CAN	72	192	2012	3	71	L	8476911	Richard	Tanner	C	T.B	3	0	0	0	0	0	-2	-0,3	2	49	2287	38,1	12,70	12,70	23,0%	0,0%	0,0%	,818	818	0,00	3,15	0,0%	-2	-3,15	3	3	2	1	1	1	0,1	0	0	0	0	41,0	31,1	0,0	6	6	6	0	1	1	2	2	1	2	2	7,7%	13	17	13	17	43,3%	96,8%	2	7	6	7	5	3	3	1	8	15	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	-1	-0,9	1	0	0	0	0	30	26	23	20	16	11	1,1	0,8	1	1	0	2	1	2	0	1	1	3	13	18	17	21	7	6	4	2	-0,1	0	-0,1				127,41	10	8,0	88,2	-0,2	-0,06								RFA	$575 000,00	$575 000,00
1985-02-04	Belleville	ON	CAN	CAN	72	197	2003	5	163	L	8470755	Richardson	Brad	RW/C	ARI	16	5	4	1	3	9	-1	-3,5	15	339	14732	245,5	15,35	15,35	26,6%	90,0%	10,4%	,899	1003	2,44	3,67	40,0%	-5	-1,22	44	44	32	25	25	25	2,4	8	4	2	6	30,7	29,7	3,7	19	19	16	3	7	3	10	7	3	10	7	2,5%	121	109	121	109	52,6%	84,9%	61	60	46	42	14	7	29	30	42	36	75	69	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	7	1	0	1	1	1	0	21	6	3	5	3	-3	-1,0	5	1	0	0	0	188	276	134	211	96	148	7,0	13,7	21	46	10	15	9	12	7	12	16	24	134	137	100	85	28	19	6	13	0,9	0,2	1,1				676,25	42	5,8	113,4	5,6	0,35	1	1	0	66	Leg	$1 676 829,00		UFA	$2 250 000,00	$2 083 333,00
1993-01-10	Landshut		DEU	DEU	71	185	2011	4	114	L	8476356	Rieder	Tobias	RW/C	ARI	80	16	18	8	10	34	-8	-14,8	6	1825	83103	1382,6	17,32	17,30	29,6%	75,6%	6,9%	,924	993	1,95	2,60	42,9%	-15	-0,65	276	276	224	155	155	155	17,6	69	16	15	31	30,8	27,1	152,7	24	24	87	-63	69	15	34	38	15	34	38	2,5%	4	9	4	9	30,8%	0,9%	3	5	0	1	1	3	1	4	1	3	4	6	1	6	1	1	0	0	1	0	1	1	0	0	13	1	4	8	56	23	0	11	14	8	2	97	3	14	3	12	11	8,9	3	0	0	0	0	1193	1517	916	1143	652	794	60,6	82,8	214	288	45	60	67	93	47	54	114	147	736	751	477	391	158	108	66	70	1,7	1,3	3	1	0	0	3292,21	68	19,3	117,6	26,6	0,33	1	2	1	2	Lower body	$54 268,29		RFA	$2 000 000,00	$2 225 000,00
1994-03-09	Vancouver	BC	CAN	CAN	73	215	2012	1	5	L	8476853	Rielly	Morgan	D	TOR	76	6	21	14	7	27	-20	2,6	21	2335	101089	1669,7	22,05	22,06	37,1%	39,7%	7,9%	,903	982	2,44	3,41	41,7%	-27	-0,97	NA	352	NA	NA	171	171	8,7	19	NA	14	#VALEUR!	51,6	NA	305,4	46	46	112	-66	78	76	34	120	76	34	120	6,7%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	3	0	1	10	67	3	0	16	81	2	0	68	9	10	9	8	1	6,6	8	1	0	0	0	1621	1786	1223	1373	857	975	78,8	88,8	288	311	68	95	40	58	89	81	129	139	938	976	609	711	267	245	84	107	1,6	1,3	2,9				2832,12	188	10,0	122,4	34,9	0,46	2	1	1	6	Knee	$365 853,66		UFA	$5 000 000,00	$5 000 000,00
1994-10-27	Turku		FIN	FIN	76	203	2013	1	8	R	8477499	Ristolainen	Rasmus	D	BUF	79	6	39	17	22	45	-9	-4,4	58	2341	125458	2073,2	26,47	26,39	43,8%	45,0%	9,4%	,922	1016	2,89	2,89	50,0%	0	0,00	359	359	247	186	186	186	9,1	14	10	9	19	52,9	46,3	279,9	195	195	135	60	61	59	25	161	59	25	161	7,1%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0	2	1	1	0	1	0	2	2	57	8	1	63	20	2	3	89	18	12	16	9	-6	0,7	14	2	0	2	0	1876	2273	1450	1765	1065	1276	97,8	108,0	342	331	100	100	77	88	104	80	181	168	1114	1085	772	608	253	187	101	110	3,1	4,5	7,6	1	1	0	2657,72	416	15,7	120,1	30,2	0,38	2	0	1					UFA	$5 400 000,00	$5 400 000,00
1993-07-01	Orangeville	ON	CAN	CAN	75	215	2011	2	44	R	8476439	Ritchie	Brett	RW	DAL	78	16	8	4	4	24	11	4,1	38	1484	60355	1004,8	12,90	12,89	23,9%	61,5%	7,9%	,943	1022	2,33	1,43	61,9%	15	0,90	312	312	235	167	167	167	17,3	66	10	20	30	28,2	26,5	108,8	153	153	79	74	68	26	15	23	26	15	23	2,7%	1	1	1	1	50,0%	0,2%	0	0	0	0	1	1	0	0	1	1	1	0	0	3	2	0	0	0	2	0	0	0	2	0	12	0	4	6	58	23	0	5	21	11	4	103	16	11	17	11	-5	-3,4	14	2	0	0	0	1052	860	745	604	496	421	50,2	34,5	172	115	39	24	43	24	51	41	94	65	453	497	425	355	148	83	65	48	1,6	1,4	3,1				3190,73	216	12,0	114,2	33,4	0,43	1	2	0	2	Lower body	$21 341,46		RFA	$875 000,00	$875 000,00
1995-12-05	Orangeville	ON	CAN	CAN	74	232	2014	1	10	L	8477941	Ritchie	Nick	LW	ANA	77	14	14	8	6	28	4	9,4	62	1456	59992	999,3	12,98	12,98	25,0%	71,8%	7,2%	,932	1004	2,34	1,92	54,9%	7	0,42	261	261	208	149	149	149	17,7	74	17	14	31	26,0	23,6	210,5	247	247	90	157	59	23	16	24	23	16	24	2,7%	4	4	4	4	50,0%	0,9%	0	0	1	1	3	3	1	0	1	3	2	3	0	3	3	1	0	0	2	0	0	2	2	1	7	0	2	4	53	23	1	4	12	10	6	93	24	14	24	13	-10	-9,5	21	2	1	0	0	995	878	737	658	541	470	49,5	37,0	173	125	39	32	39	31	48	52	87	83	513	395	564	409	178	74	72	57	1,9	1,3	3,2	2	0	0	3005,4	335	12,5	112,5	33,1	0,43	1	3	0	4	Upper body, Neck	$43 617,90		RFA	$925 000,00	$894 167,00
1991-09-30	Bellmawr	NJ	USA	USA	78	232				R	8477210	Robinson	Buddy	RW	OTT	4	0	0	0	0	0	0	0,1	2	49	1667	27,8	6,95	6,95	15,7%	0,0%	0,0%	1,000	1000	0,00	0,00	0,0%	0	0,00	5	5	5	4	4	4	0,6	3	1	0	1	12,0	13,8	0,0	9	9	4	5	1	1	1	0	1	1	0	0,0%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	1	0	1	0	-1	-1,0	1	0	0	0	0	15	24	12	17	9	10	0,9	1,0	4	4	0	0	1	1	0	2	1	3	12	15	30	22	2	3	6	4	-0,1	0	0				149,3	11	10,0	84,2	-0,3	-0,08								UFA	$750 000,00	$750 000,00
1990-11-21	Stockholm		SWE	SWE	71	185	2009	2	53	L	8475210	Rodin	Anton	RW	VAN	3	0	1	0	1	1	1	0,3	0	40	1604	26,7	8,92	8,91	19,1%	100,0%	14,3%	1,000	1143	2,24	0,00	100,0%	1	2,24	5	5	3	2	2	2	0,1	0	0	0	0	33,5	38,2	0,0	0	0	2	-2	1	1	2	1	1	2	1	4,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0,0	0	0	0	0	0	17	23	10	15	7	11	0,7	0,5	3	2	1	0	1	0	1	0	2	0	16	13	1	12	3	4	0	1	0	0,1	0,1				113,46	1	0,0	89,8	0,6	0,18				73	Knee	$845 731,71		RFA	$950 000,00	$950 000,00
1993-07-28	Toronto	ON	CAN	CAN	70	183				R	8478542	Rodrigues	Evan	LW/C	BUF	30	4	2	2	0	6	-7	-4,1	4	506	23265	388,2	12,93	12,93	23,5%	75,0%	4,7%	,925	972	1,24	2,63	32,0%	-9	-1,39	94	94	74	51	51	51	2,8	9	1	6	7	37,7	37,6	96,3	12	12	20	-8	23	9	12	12	9	12	12	3,2%	104	146	104	146	41,6%	79,4%	27	37	37	53	40	56	36	46	39	56	59	90	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	2	21	3	0	7	9	0	1	31	2	8	2	6	6	3,0	2	0	0	0	0	309	379	246	291	170	226	10,5	17,2	36	54	8	17	3	13	12	14	15	27	141	174	192	136	50	30	22	15	0	0,2	0,2	1	0	0	1261,25	28	12,0	106,3	6,2	0,21								RFA	$842 500,00	$842 500,00
1993-05-21	Canton	MA	USA	USA	74	190				L	8479291	Rooney	Kevin	C	N.J	4	0	0	0	0	0	-3	-0,7	4	56	2445	40,8	10,18	10,19	20,4%	0,0%	0,0%	,826	826	0,00	5,89	0,0%	-4	-5,89	5	5	4	2	2	2	0,1	0	0	0	0	47,5	37,3	0,0	4	4	8	-4	2	1	0	1	1	0	1	2,9%	10	17	10	17	37,0%	96,4%	1	7	7	7	2	3	1	2	6	9	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	1	2	1	-1	-1,0	2	0	0	0	0	24	34	20	32	13	23	0,7	1,6	3	5	0	4	0	1	2	0	2	1	10	18	16	19	4	0	4	6	-0,1	-0,1	-0,2				159,57	9	2,0	85,3	-0,8	-0,19								RFA	$625 000,00	$625 000,00
1997-01-29	Columbus	OH	USA	USA	73	187	2015	1	25	R	8478458	Roslovic	Jack	C	WPG	1	0	0	0	0	0	-1	-0,2	0	14	504	8,4	8,40	8,40	15,8%	0,0%	0,0%	,889	889	0,00	7,13	0,0%	-1	-7,13	1	1	1	1	1	1	0,0	0	0	0	0	32,0	31,8	0,0	0	0	1	-1	0	0	0	1	0	0	1	7,7%	1	5	1	5	16,7%	85,7%	0	0	0	3	1	2	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0,0	0	0	0	0	0	7	13	6	10	5	9	0,3	0,8	1	3	0	1	0	1	0	0	0	1	2	5	5	2	0	2	0	0	0	0	-0,1				44,71	1	0,0	142,7	-0,4	-0,37										
1989-11-21	Roubaix		FRA	FRA	72	200				L	8474849	Roussel	Antoine	LW	DAL	60	12	15	11	4	27	1	5,8	115	1427	55866	929,3	15,52	15,51	27,1%	61,4%	9,8%	,889	987	2,84	3,29	46,3%	-7	-0,45	162	162	121	82	82	82	10,3	44	4	1	5	27,9	24,1	225,1	69	69	101	-32	39	37	16	45	37	16	45	5,0%	7	9	7	9	43,8%	1,5%	2	1	1	4	4	4	0	0	4	4	3	6	0	0	3	1	0	0	2	0	0	1	2	0	7	1	0	4	34	11	1	4	10	5	4	47	36	24	28	20	-12	-7,3	25	9	0	1	1	903	899	660	648	450	460	44,2	45,8	151	149	44	51	45	45	25	31	70	76	523	513	287	342	142	92	73	59	1,7	1	2,7				2493,8	238	3,4	116,4	33,3	0,55	2	0	1	22	Upper body, Hand	$536 585,37		UFA	$2 200 000,00	$2 000 000,00
1989-05-10	Grand Prairie	AB	CAN	CAN	74	200				R	8477240	Rowney	Carter	RW/C	PIT	27	3	4	3	1	7	2	1,4	4	441	17773	296,3	10,97	10,97	20,5%	70,0%	7,9%	,940	1018	2,03	1,82	52,6%	1	0,20	40	40	31	24	24	24	3,2	15	2	2	4	20,5	20,9	69,6	64	64	37	27	7	5	11	15	5	11	15	5,3%	95	103	95	103	48,0%	75,3%	30	39	37	33	28	31	27	29	35	41	53	61	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	7	3	0	2	1	4	0	14	2	0	2	0	-2	-2,1	2	0	0	0	0	237	283	175	204	127	149	12,5	13,6	51	43	10	9	9	12	12	11	21	23	127	136	197	169	40	27	12	13	0,3	0,3	0,6				1149,28	83	37,5	105,3	6,9	0,25	1	0	0					UFA	$575 000,00	$612 500,00
1978-09-03	Vlasim		CZE	CZE	73	210	1996	4	105	R	8465058	Rozsival	Michal	D	CHI	22	1	2	2	0	3	-3	-2,1	14	464	20454	340,1	15,50	15,49	28,0%	37,5%	4,8%	,930	978	1,41	2,29	38,1%	-5	-0,88	26	26	22	16	16	16	0,8	1	1	1	2	50,4	43,8	72,6	47	47	49	-2	6	10	5	25	10	5	25	7,9%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	8	0	0	0	7	7	0	7	0	-7	-4,4	7	0	0	0	0	301	318	226	244	167	185	11,7	15,3	39	53	8	13	2	14	16	15	18	29	116	133	112	186	47	43	15	16	0	0,4	0,4				874,35	86	7,4	109,2	3,7	0,17				8	Lower body, Upper body	$58 536,59		UFA	$600 000,00	$600 000,00
1990-05-07	San Diego	CA	USA	USA	71	191				R	8477244	Ruhwedel	Chad	D	PIT	34	2	8	6	2	10	9	0,1	8	806	35366	588,7	17,33	17,33	30,6%	32,3%	10,2%	,936	1038	3,16	2,04	60,8%	11	1,12	97	97	63	45	45	45	2,2	4	0	4	4	46,1	41,2	95,3	36	36	59	-23	18	12	9	26	12	9	26	4,6%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	18	1	0	6	10	1	0	27	4	1	4	1	-3	0,0	4	0	0	0	0	524	562	392	415	303	312	26,5	30,3	87	98	31	20	22	41	20	22	42	63	229	284	254	287	72	63	30	21	0,6	1,5	2,1				1335,01	70	11,3	110,7	10,6	0,31	0	1	0	2	Illness, Upper body	$14 024,39		UFA	$575 000,00	$575 000,00
1987-05-02	Caroline	AB	CAN	CAN	70	170	2005	3	67	L	8471729	Russell	Kris	D	EDM	68	1	12	2	10	13	5	-2,9	23	1862	86565	1439,4	21,22	21,20	36,2%	28,9%	7,5%	,928	1002	1,88	2,17	46,4%	-7	-0,29	165	165	104	68	68	68	3,5	6	3	11	14	48,1	45,4	49,0	67	67	107	-40	36	60	36	213	60	36	213	13,9%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	3	30	1	0	21	18	0	0	28	10	12	9	11	2	8,4	9	1	0	0	0	1122	1527	833	1029	603	720	54,9	75,0	191	248	45	52	38	66	68	77	106	143	671	785	461	502	265	207	74	83	-0,2	3,3	3,1				2541,35	304	11,4	110,4	17,2	0,25	1	1	1	14	Lower body, Undisclosed, Upper body	$529 268,29		UFA	$3 100 000,00	$3 100 000,00
1993-02-15	Westmont	IL	USA	USA	72	189	2011	4	95	R	8476418	Russo	Robbie	D	DET	19	0	0	0	0	0	2	-0,4	2	379	18319	285,8	16,07	15,73	29,3%	0,0%	6,3%	,908	971	1,68	2,52	40,0%	-4	-0,84	36	40	27	16	18	18	0,5	1	0	2	2	60,4	57,9	0,0	24	23	47	-24	13	13	0	13	13	0	10	4,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	5	1	0	8	1	2	2	0	1	-0,7	1	0	0	0	0	235	234	178	184	127	131	8,2	10,9	28	38	8	12	3	3	11	10	14	13	118	115	121	168	46	15	16	16	-0,4	0,9	0,5				688,76	39	24,0	98,5	2,5	0,14								RFA	$692 500,00	$680 000,00
1992-05-11	Pontiac	MI	USA	USA	71	192	2010	3	80	R	8475810	Rust	Bryan	RW	PIT	57	15	13	9	4	28	4	2,2	8	1131	46636	776,6	13,63	13,63	25,3%	68,3%	9,8%	,909	1007	3,17	3,09	50,6%	1	0,08	188	187	145	110	110	110	12,3	48	13	8	21	25,1	22,4	158,8	101	101	119	-18	35	16	18	29	16	18	29	3,8%	2	3	2	3	40,0%	0,6%	1	1	1	0	0	2	0	1	1	1	2	2	1	2	1	2	1	1	6	1	0	1	1	0	6	0	0	4	31	21	1	9	13	7	7	52	4	17	4	13	13	6,0	4	0	0	0	0	749	766	559	569	417	438	38,2	39,3	130	132	41	40	36	46	32	31	68	77	369	414	347	431	104	82	31	52	2,6	0,7	3,3				2297,77	138	29,8	117,0	32,8	0,58	3	0	1	23	Finger, Upper body	$179 512,20		RFA	$620 000,00	$640 000,00
