#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Draft,Round,Overall,Rk,Age,BTN Code,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,PTS,+/-,Sh,Miss,Blkd,Sh%,CoSH%,Dist,Wrist,Snap,Slap,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
46,Apr 28 '86,Ostrava,,CZE,72,236,R,2004,6,180,,27,ROMANPOLAK,Roman,Polak,STL,,,D,72,4,9,13,3,83,38,40,4.8%,2.5%,46.5,34,6,38,1247.3,17.3,1688,23.4,0.74,38,1.83,3.7%,8.3%,12.0%,0,0,0.0%,0,78,151,131,38,11,10,3.8,7.3,6.3,1.8,0.5,0.5,71,18,3,2,0,0,-1.9,,, ,,1,16,0,0,0,0,0,0,0%,4,0.3,3.1,3.4,0.05,0.16,19.4,26.9,-5.6,0.7,4.1,0,4.8,0.07,0.23,,,,10,Ankle,2750000,,0.0
29,Nov 30 '82,Repentigny,QC,CAN,72,185,R,2001,2,55,,31,JASONPOMINVILLE,Jason,Pominville,MIN,,,RW/LW,82,30,30,60,3,226,85,84,13.3%,7.6%,33.6,96,33,74,1523.1,18.6,1840,22.4,0.83,170,6.69,28.0%,28.0%,56.1%,87,72,54.7%,3.3,82,23,31,85,24,37,3.2,0.9,1.2,3.3,0.9,1.5,16,8,0,0,0,0,15.4,12,3,25%,1,7,23,0,0,5,2,0,0,0%,5,5.6,2,7.6,0.09,0.30,36.9,29.7,4,8.6,3.6,-0.7,11.5,0.14,0.45,,,,,,4505000,,3.6
32,May 29 '84,Toronto,ON,CAN,73,206,L,2003,9,282,,29,CHRISPORTER,Chris,Porter,STL,,,LW/C,22,0,1,1,-3,24,11,2,0.0%,0.0%,27.1,14,1,3,228.3,10.4,346,15.7,0.66,0,0.00,0.0%,2.8%,2.8%,3,7,30.0%,0.7,27,68,3,11,1,3,7.1,17.9,0.8,2.9,0.3,0.8,0,0,0,0,0,0,0.6,,, ,,0,4,0,0,0,0,0,0,0%,4,-0.5,0.1,-0.4,-0.02,-0.11,3.1,3.4,-3.9,-1.1,0.2,0,-0.8,-0.04,-0.21,,,,,,675000,,-2.0
12,Mar 12 '86,Detroit,MI,USA,69,191,L,2004,4,119,,27,KEVINPORTER,Kevin,Porter,BUF,,,C,12,0,1,1,-5,3,5,3,0.0%,0.0%,26.3,1,0,1,139.5,11.6,182,15.2,0.77,40,17.20,0.0%,3.3%,3.3%,18,35,34.0%,7.3,8,24,4,5,1,5,3.4,10.3,1.7,2.2,0.4,2.2,2,1,0,0,0,0,1.7,,, ,,0,2,0,0,0,0,0,0,0%,5,-0.3,0,-0.3,-0.03,-0.13,2.2,2.5,-3.7,-0.7,-0.1,0,-0.8,-0.07,-0.34,,,,12,Lower body,537500,,-1.7
4,Feb 22 '89,Red Deer,AB,CAN,75,195,R,2007,7,205,,24,PAULPOSTMA,Paul,Postma,WPG,,,D,20,1,2,3,1,19,8,18,5.3%,2.2%,35.8,5,0,6,322.6,16.1,413,20.7,0.78,20,3.64,2.9%,5.9%,8.8%,0,0,0.0%,0,31,20,29,8,17,3,5.8,3.7,5.4,1.5,3.2,0.6,8,4,0,0,0,0,1.5,,, ,,0,8,0,1,1,0,0,0,0%,2,0,0.7,0.8,0.04,0.15,3.9,5,0.9,0.3,0.6,0,0.9,0.05,0.17,,,,47,Blood clots,712500,,-0.4
6,Jan 05 '84,Lansing,MI,USA,75,204,R,2003,4,122,,30,COREYPOTTER,Corey,Potter,BOS,EDM,16,D,19,0,5,5,-1,17,2,7,0.0%,0.0%,50.4,2,3,12,261.7,13.8,351,18.5,0.75,21,4.78,0.0%,12.2%,12.2%,0,0,0.0%,0,13,20,18,2,6,6,3.0,4.6,4.1,0.5,1.4,1.4,21,3,1,0,1,0,5.2,,, ,,0,2,0,0,0,0,0,0,0%,3,0.2,0.5,0.7,0.04,0.16,6.8,6,1.8,0.2,0.4,0,0.6,0.03,0.14,,,,24,"Back, Groin, Knee",775000,,-0.8
67,Sep 29 '86,Alfred,ON,CAN,75,197,R,2005,1,4,,27,BENOITPOULIOT,Benoit,Pouliot,NYR,,,LW/C,80,15,21,36,10,141,50,32,10.6%,6.7%,24.6,69,14,11,1075.2,13.4,1545,19.3,0.70,98,5.46,9.4%,13.1%,22.5%,20,19,51.3%,0.8,86,141,18,50,39,31,4.8,7.9,1.0,2.8,2.2,1.7,56,18,2,0,1,0,-5.3,3,1,33%,1,1,11,0,1,4,0,0,0,0%,5,2.8,1.8,4.6,0.06,0.26,23.7,19.6,9.7,4.6,2.7,0,7.3,0.09,0.41,,,,,,1300000,,5.0
8,Jun 22 '85,Saskatoon,SK,CAN,71,212,L,,,,,28,DARROLLPOWE,Darroll,Powe,NYR,,,C,1,0,0,0,-2,0,1,0,0.0%,0.0%,34.0,0,0,0,8.6,8.6,14,14.0,0.61,0,0.00,0.0%,0.0%,0.0%,1,0,100.0%,1.6,0,1,0,1,0,0,0.0,7.0,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0.0,,, ,,0,0,0,0,0,0,0,0,0%,4,0,-0.1,-0.1,-0.10,-0.70,0.5,0.5,-2.1,-0.2,-0.1,0,-0.4,-0.40,-2.81,,,,,,1066667,,-2.3
39,May 07 '86,Elk River,MN,USA,74,203,R,,,,,27,NATEPROSSER,Nate,Prosser,MIN,,,D,53,2,6,8,2,30,21,30,6.7%,2.5%,55.8,16,6,8,769.9,14.5,1072,20.2,0.72,0,0.00,2.5%,7.6%,10.1%,0,0,0.0%,0,116,22,83,21,7,17,9.0,1.7,6.5,1.6,0.5,1.3,58,9,4,1,1,0,-1.2,,, ,,0,17,1,0,2,0,0,0,0%,2,0.1,2,2.1,0.04,0.16,14.4,19.1,-0.9,-0.3,2.9,0,2.6,0.05,0.20,,,,,,825000,,1.2
47,Mar 13 '90,Kingsville,ON,CAN,75,222,R,2010,6,154,,23,DALTONPROUT,Dalton,Prout,CBJ,,,D,49,2,4,6,-7,56,17,37,3.6%,1.8%,55.6,22,3,29,843.0,17.2,976,19.9,0.86,17,1.20,2.8%,5.6%,8.5%,0,1,0.0%,0,67,99,65,17,11,13,4.8,7.0,4.6,1.2,0.8,0.9,37,6,5,0,0,0,3.1,,, ,,2,9,0,0,0,0,0,0,0%,2,-0.1,1.3,1.1,0.02,0.08,12.5,17.6,-9.7,-0.4,0.8,0,0.4,0.01,0.03,,,,12,"Back, Foot",666667,,-0.8
8,Mar 16 '84,London,ON,CAN,72,194,L,2004,3,70,,29,BRANDONPRUST,Brandon,Prust,MTL,,,LW/C,52,6,7,13,-1,49,6,12,12.2%,9.0%,32.4,30,6,5,666.8,12.8,929,17.9,0.72,38,3.42,8.5%,9.9%,18.3%,65,60,52.0%,3.8,43,92,35,6,15,12,3.9,8.3,3.1,0.5,1.3,1.1,121,18,11,2,1,0,-9.2,,, ,,3,12,0,0,3,0,0,0,0%,4,0.3,0.8,1.1,0.02,0.10,12,14,-2.6,0.1,1.7,0,1.9,0.04,0.17,,,,30,"Shoulder, Facial",2500000,,-2.5
56,Jan 02 '92,Vantaa,,FIN,71,183,R,2010,4,111,Y,22,TEEMUPULKKINEN,Teemu,Pulkkinen,DET,,,LW/RW,3,0,0,0,0,4,0,4,0.0%,0.0%,31.0,1,0,3,22.4,7.5,33,11.0,0.68,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,3,2,0,0,0,0,8.0,5.4,0.0,0.0,0.0,0.0,2,1,0,0,0,0,-1.0,,, ,,0,2,0,0,0,0,0,0,0%,4,-0.1,0,0,0.00,0.00,0.2,0.1,0,-0.1,0,0,0,0.00,0.00,,,,,,900000,,-1.6
16,Sep 08 '85,St. John's,NL,CAN,75,203,R,,,,,28,EDWARDPURCELL,Teddy,Purcell,TBL,,,RW/C,81,12,30,42,-3,157,66,53,7.6%,4.3%,31.5,82,23,21,1333.3,16.5,1655,20.4,0.81,223,10.01,10.0%,25.0%,35.0%,4,12,25.0%,0.3,78,13,12,66,40,36,3.5,0.6,0.5,3.0,1.8,1.6,14,7,0,0,0,0,0.6,6,1,17%,0,1,23,1,1,4,0,0,0,0%,4,2.3,1.2,3.5,0.04,0.16,30.9,24.2,-4.4,2.6,1.5,-0.8,3.3,0.04,0.15,,,,1,Flu,4500000,,-4.6
17,Aug 19 '81,Thunder Bay,ON,CAN,76,230,L,1999,1,8,,32,TAYLORPYATT,Taylor,Pyatt,PIT,NYR,22,LW,56,4,1,5,-24,52,25,17,7.7%,4.3%,26.7,29,11,1,648.3,11.6,890,15.9,0.73,30,2.79,4.5%,1.1%,5.6%,7,6,53.8%,0.4,58,70,28,25,4,12,5.4,6.5,2.6,2.3,0.4,1.1,20,10,0,0,0,0,-5.1,,, ,,0,11,0,0,1,0,0,0,0%,3,-0.8,-0.2,-1.1,-0.02,-0.10,11.9,12.6,-26,-3,-0.7,0,-3.7,-0.07,-0.34,,,,10,"Lower body, Concussion",1550000,,-6.4
11,Feb 14 '87,Thunder Bay,ON,CAN,71,188,L,2005,4,107,,26,TOMPYATT,Tom,Pyatt,TBL,,,C,27,3,4,7,-2,27,13,9,11.1%,6.1%,24.8,10,1,3,309.5,11.5,441,16.3,0.70,26,5.04,5.9%,7.8%,13.7%,101,92,52.3%,12,34,11,20,13,5,2,6.6,2.1,3.9,2.5,1.0,0.4,4,2,0,0,0,0,1.4,,, ,,1,8,0,0,1,0,0,0,0%,3,0.2,0.2,0.5,0.02,0.10,6.1,7.2,-4,0.2,0.6,0,0.8,0.03,0.16,,,,32,Collarbone,600000,,-0.3
3,Jan 11 '92,Sherwood Park,AB,CAN,73,192,R,2010,1,23,Y,22,MARKPYSYK,Mark,Pysyk,BUF,,,D,44,1,6,7,-11,51,27,31,2.0%,0.9%,47.4,15,10,18,863.4,19.6,1109,25.2,0.78,0,0.00,1.4%,8.7%,10.1%,0,0,0.0%,0,50,37,57,27,19,12,3.5,2.6,4.0,1.9,1.3,0.8,16,8,0,0,0,0,0.9,,, ,,0,15,1,0,1,0,0,0,0%,2,-0.2,1.6,1.5,0.03,0.10,14.8,17.5,-0.5,-0.8,1,0,0.3,0.01,0.02,,,,2,Soreness,870000,,-1.2
27,Aug 12 '85,Kitchener,ON,CAN,74,207,L,2003,4,132,,28,KYLEQUINCEY,Kyle,Quincey,DET,,,D,82,4,9,13,-5,106,42,65,3.8%,1.9%,48.9,32,19,49,1705.5,20.8,2319,28.3,0.74,55,1.95,3.6%,8.2%,11.8%,0,0,0.0%,0,126,88,109,42,39,31,4.4,3.1,3.8,1.5,1.4,1.1,88,33,2,0,1,0,-20.8,,, ,,1,24,0,1,1,0,0,0,0%,4,-0.2,3.1,2.9,0.04,0.10,26.1,37.6,-6,-0.7,4.3,0,3.6,0.04,0.13,,,,,,3775000,,-3.0
58,May 28 '93,Montreal,QC,CAN,74,194,L,2011,3,87,Y,20,JONATHANRACINE,Jonathan,Racine,FLA,,,D,1,0,0,0,-1,0,1,2,0.0%,0.0%,63.0,0,0,0,15.6,15.6,25,25.0,0.62,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,4,1,4,1,1,0,15.4,3.9,15.4,3.9,3.9,0.0,2,1,0,0,0,0,-0.9,,, ,,0,0,0,0,0,0,0,0,0%,4,0,-0.1,-0.1,-0.10,-0.39,0.2,0.3,-0.9,-0.1,-0.1,0,-0.2,-0.20,-0.77,,,,,,908333,,-1.8
12,Dec 01 '88,Villach,,AUT,72,195,L,,,,Y,25,MICHAELRAFFL,Michael,Raffl,PHI,,,LW,68,9,13,22,2,101,47,39,8.9%,4.8%,30.3,48,25,4,883.4,13.0,1292,19.0,0.68,120,8.17,8.7%,12.5%,21.2%,52,41,55.9%,2.2,113,113,44,47,21,25,7.7,7.7,3.0,3.2,1.4,1.7,28,14,0,0,0,0,3.4,3,1,33%,1,2,15,0,0,3,0,0,0,0%,7,1,1,2,0.03,0.14,15.6,17.7,1.1,2.2,2.3,0,4.6,0.07,0.31,,,,3,"Flu, Lower body",925000,,3.0
67,May 05 '93,Sundbyberg,,SWE,73,192,R,2011,1,30,Y,20,RICKARDRAKELL,Rickard,Rakell,ANA,,,C/RW,18,0,4,4,-3,22,18,14,0.0%,0.0%,27.8,13,3,1,211.0,11.7,281,15.6,0.75,65,18.60,0.0%,5.2%,5.2%,95,99,49.0%,16.7,28,21,4,18,4,5,8.0,6.0,1.1,5.1,1.1,1.4,2,1,0,0,0,0,-0.4,1,0,0%,0,0,5,0,0,0,0,0,0,0%,3,-0.1,0,-0.1,-0.01,-0.03,3.7,3.3,-4.6,-0.3,-0.1,-0.3,-0.7,-0.04,-0.20,,,,,,894167,,-2.3
15,Sep 12 '84,Whitby,ON,CAN,75,210,L,2002,6,183,,29,PAULRANGER,Paul,Ranger,TOR,,,D,53,6,8,14,-1,59,30,29,10.2%,5.1%,51.6,24,8,25,923.5,17.4,1292,24.4,0.71,74,4.80,7.2%,9.6%,16.9%,0,0,0.0%,0,63,115,72,30,53,39,4.1,7.5,4.7,1.9,3.4,2.5,36,18,0,0,0,0,-6.6,,, ,,1,14,0,1,0,1,0,0,0%,4,1.2,1.6,2.8,0.05,0.18,15.8,19.3,0.8,2.5,0.8,0,3.3,0.06,0.21,,,,10,"Upper body, Flu, Foot",1000000,,1.5
18,Feb 05 '93,Calgary,AB,CAN,72,178,R,2011,2,32,Y,20,TYRATTIE,Ty,Rattie,STL,,,RW/LW,2,0,0,0,-2,4,2,0,0.0%,0.0%,15.3,3,0,0,22.1,11.1,36,18.0,0.61,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,2,1,0,2,1,0,5.4,2.7,0.0,5.4,2.7,0.0,0,0,0,0,0,0,0.0,,, ,,0,0,0,0,0,0,0,0,0%,4,-0.1,-0.1,-0.1,-0.05,-0.27,0.5,0.5,-2.2,-0.2,-0.1,0,-0.4,-0.20,-1.09,,,,,,894167,,-2.0
12,Sep 17 '85,Cochrane,AB,CAN,72,185,L,2005,2,51,,28,MASONRAYMOND,Mason,Raymond,TOR,,,LW,82,19,26,45,-6,178,51,70,10.7%,6.4%,32.7,112,29,20,1421.7,17.3,1859,22.7,0.76,160,6.73,13.3%,18.2%,31.5%,7,9,43.8%,0.3,97,38,24,51,39,26,4.1,1.6,1.0,2.2,1.6,1.1,22,10,0,0,0,0,1.0,7,2,29%,1,3,22,0,1,4,1,0,0,0%,4,3.4,1.1,4.5,0.05,0.19,29.8,27.4,0.6,5.9,0.7,-0.2,6.5,0.08,0.27,,,,,,1000000,,4.7
24,Jun 14 '86,Ilderton,ON,CAN,70,185,R,,,,,27,MATTREAD,Matt,Read,PHI,,,RW,75,22,18,40,-4,151,73,66,14.6%,7.6%,35.6,69,28,26,1408.8,18.8,1840,24.5,0.77,93,3.95,20.2%,16.5%,36.7%,12,16,42.9%,0.6,126,72,54,73,22,45,5.4,3.1,2.3,3.1,0.9,1.9,16,8,0,0,0,0,3.8,6,1,17%,0,6,16,0,0,3,3,0,0,0%,8,3,1.3,4.4,0.06,0.19,24.8,30.7,-5.8,6.6,4,-0.8,9.8,0.13,0.42,,,,7,"Lower body, Illness",900000,,8.2
75,Jan 20 '87,Winnipeg,MB,CAN,73,224,R,2005,5,156,,27,RYANREAVES,Ryan,Reaves,STL,,,RW,63,2,6,8,-1,25,22,14,8.0%,3.3%,29.4,10,4,5,536.9,8.5,783,12.4,0.69,53,5.95,1.4%,4.1%,5.4%,6,2,75.0%,0.2,73,211,12,22,6,12,8.2,23.6,1.3,2.5,0.7,1.3,126,12,10,3,2,0,-6.0,,, ,,1,14,0,0,0,0,0,0,0%,1,-0.4,0.6,0.2,0.00,0.02,10.2,9.8,-3.9,-1.5,0.9,0,-0.6,-0.01,-0.07,,,,17,Hand,600000,,-1.7
25,Jul 26 '88,Traverse City,MI,USA,74,205,R,2008,7,184,Y,25,ZACHREDMOND,Zach,Redmond,WPG,,,D,10,1,2,3,1,10,8,12,10.0%,3.3%,27.7,2,2,1,153.3,15.3,189,18.9,0.81,11,4.24,4.8%,9.5%,14.3%,0,0,0.0%,0,11,7,11,8,4,2,4.3,2.7,4.3,3.1,1.6,0.8,0,0,0,0,0,0,2.7,,, ,,0,4,0,0,0,0,0,0,0%,4,0.3,0.4,0.7,0.07,0.27,2.5,2.7,1.1,0.6,0.3,0,1,0.10,0.39,,,,,,715000,,-0.3
44,Apr 19 '80,Recife,,BRA,75,222,L,1998,1,19,,33,ROBYNREGEHR,Robyn,Regehr,LAK,,,D,79,3,11,14,6,73,33,55,4.1%,1.9%,53.9,40,2,29,1497.2,19.0,2127,26.9,0.70,81,3.26,3.2%,11.7%,14.9%,0,0,0.0%,0,171,211,96,33,40,5,6.9,8.5,3.8,1.3,1.6,0.2,46,18,2,0,0,0,-5.7,,, ,,1,19,1,1,1,0,0,0,0%,4,0,4.4,4.4,0.06,0.18,24.3,35.4,-6.6,-0.2,6,0,5.8,0.07,0.23,,,,3,Undisclosed,3000000,,0.5
12,Apr 16 '86,Herning,,DNK,74,190,L,2004,3,87,,27,PETERREGIN,Peter,Regin,CHI,NYI,44,C,61,4,7,11,-5,69,23,28,5.8%,3.3%,24.2,27,9,12,697.8,11.4,1005,16.5,0.69,86,7.41,4.0%,7.1%,11.1%,176,220,44.4%,10.8,78,43,19,23,10,21,6.7,3.7,1.6,2.0,0.9,1.8,20,5,0,1,0,0,5.8,,, ,,1,15,0,0,0,0,0,0,0%,2,-0.3,0.5,0.2,0.00,0.02,11.7,12.5,-3.3,-0.8,1.1,0,0.3,0.00,0.03,,,,,,375000,,-0.4
59,Feb 04 '92,West Vancouver,BC,CAN,73,190,L,2010,3,64,Y,21,MAXREINHART,Max,Reinhart,CGY,,,C,8,0,2,2,1,7,6,7,0.0%,0.0%,25.8,4,1,1,85.6,10.7,125,15.6,0.68,9,6.31,0.0%,5.7%,5.7%,2,7,22.2%,1.9,5,1,0,6,1,3,3.5,0.7,0.0,4.2,0.7,2.1,2,1,0,0,0,0,-1.1,,, ,,0,0,0,0,0,0,0,0,0%,2,0,0.2,0.1,0.01,0.07,1.7,1.4,1.7,-0.1,0.3,0,0.2,0.03,0.14,,,,,,878333,,-1.3
63,Feb 10 '80,Montreal,QC,CAN,72,177,L,1998,2,45,,33,MIKERIBEIRO,Mike,Ribeiro,PHX,,,C,80,16,31,47,-13,110,28,38,14.5%,9.1%,26.7,59,5,17,1438.9,18.0,1696,21.2,0.85,187,7.82,12.9%,25.0%,37.9%,391,512,43.3%,18.8,86,72,18,28,46,24,3.6,3.0,0.8,1.2,1.9,1.0,52,21,0,1,0,0,-11.5,6,1,17%,0,2,23,0,1,3,0,0,0,0%,3,2.9,1.1,4,0.05,0.17,32.9,26.3,-7.6,3.7,1.3,-0.8,4.2,0.05,0.18,,,,,,5500000,,-5.5
19,May 02 '80,Murray Harbour,PE,CAN,72,196,L,1998,3,64,,33,BRADRICHARDS,Brad,Richards,NYR,,,C,82,20,31,51,-8,259,105,149,7.7%,3.9%,36.1,121,33,71,1531.1,18.7,1837,22.4,0.83,292,11.45,19.0%,29.5%,48.6%,512,517,49.8%,20.9,44,24,43,105,46,33,1.7,0.9,1.7,4.1,1.8,1.3,18,8,0,0,0,0,0.4,5,3,60%,2,5,12,0,0,2,0,0,0,0%,5,3.7,1.6,5.4,0.07,0.21,37,27.4,-6.2,4.8,1.1,1.2,7.1,0.09,0.28,,,,,,6666667,,-4.6
10,Feb 11 '85,Kenora,ON,CAN,71,196,L,2003,1,24,,28,MIKERICHARDS,Mike,Richards,LAK,,,C,82,11,30,41,-6,157,79,58,7.0%,3.7%,28.6,90,9,20,1391.9,17.0,1917,23.4,0.73,267,11.50,10.2%,27.8%,38.0%,489,418,53.9%,18.6,59,73,21,79,65,28,2.5,3.1,0.9,3.4,2.8,1.2,28,14,0,0,0,0,5.4,8,1,13%,0,3,20,0,3,3,0,0,0,0%,5,2,1.5,3.5,0.04,0.15,31.3,29.1,-14.7,2,2.7,-1.3,3.4,0.04,0.15,,,,,,5750000,,-6.7
15,Feb 04 '85,Belleville,ON,CAN,72,197,L,2003,5,163,,28,BRADRICHARDSON,Brad,Richardson,VAN,,,RW,73,11,12,23,1,85,43,47,12.9%,6.3%,26.2,61,6,4,1087.8,14.9,1550,21.2,0.70,124,6.84,11.1%,12.1%,23.2%,533,433,55.2%,22.1,79,63,52,43,20,27,4.4,3.5,2.9,2.4,1.1,1.5,39,17,1,0,0,0,1.0,,, ,,3,20,1,1,2,0,0,0,0%,5,0.8,1.5,2.3,0.03,0.13,21.5,25.1,3.9,0.2,4.1,0,4.3,0.06,0.24,,,,9,Undisclosed,1150000,,2.3
44,Mar 09 '94,Vancouver,BC,CAN,73,205,L,2012,1,5,Y,19,MORGANRIELLY,Morgan,Rielly,TOR,,,D,73,2,25,27,-13,96,46,72,2.1%,0.9%,45.6,64,19,7,1287.0,17.6,1748,23.9,0.74,59,2.75,2.0%,25.0%,27.0%,0,0,0.0%,0,96,96,92,46,71,38,4.5,4.5,4.3,2.1,3.3,1.8,12,6,0,0,0,0,5.3,,, ,,0,19,0,0,0,0,0,0,0%,2,1.8,1.2,3,0.04,0.14,31.7,26.9,-5.7,2.7,-0.8,0,1.9,0.03,0.09,,,,,,1744167,,-1.2
36,Jun 15 '90,Mississauga,ON,CAN,71,169,L,2008,6,178,,23,ZACRINALDO,Zac,Rinaldo,PHI,,,C/LW,67,2,2,4,-13,54,27,29,3.7%,1.8%,36.1,19,19,5,515.7,7.7,749,11.2,0.69,42,4.91,1.7%,1.7%,3.4%,2,1,66.7%,0,113,231,12,27,4,8,13.1,26.9,1.4,3.1,0.5,0.9,153,29,7,4,1,1,-13.9,,, ,,0,13,0,0,1,0,0,0,0%,2,-0.8,0,-0.8,-0.01,-0.09,9.8,10.9,-13.5,-2.7,0.1,0,-2.5,-0.04,-0.29,,,,11,"Ankle, Foot",750000,,-3.8
55,Oct 27 '94,Turku,,FIN,76,219,R,2013,1,8,Y,19,RASMUSRISTOLAINEN,Rasmus,Ristolainen,BUF,,,D,34,2,2,4,-15,52,16,19,3.8%,2.3%,55.3,23,9,18,650.0,19.1,796,23.4,0.82,36,3.35,6.9%,6.9%,13.8%,0,1,0.0%,0,45,66,32,16,19,9,4.2,6.1,3.0,1.5,1.8,0.8,6,3,0,0,0,0,3.8,,, ,,0,7,0,0,0,0,0,0,0%,2,-0.1,0.6,0.5,0.01,0.05,11.6,12.3,-6.4,-0.9,-0.4,0,-1.3,-0.04,-0.12,,,,,,1775000,,-4.4
47,Apr 24 '90,Dauphin,MB,CAN,75,194,L,2008,2,46,Y,23,COLBYROBAK,Colby,Robak,FLA,,,D,16,0,2,2,-4,15,3,8,0.0%,0.0%,44.1,9,0,6,297.2,18.6,438,27.4,0.68,24,4.81,0.0%,4.2%,4.2%,0,0,0.0%,0,32,17,19,3,4,4,6.5,3.4,3.8,0.6,0.8,0.8,6,3,0,0,0,0,3.4,,, ,,0,2,0,0,0,0,0,0,0%,4,-0.1,0.3,0.1,0.01,0.02,5,6,-2.6,-0.4,0,0,-0.4,-0.03,-0.08,,,,,,675000,,-1.6
19,Mar 03 '77,Sherbrooke,QC,CAN,71,190,R,1995,7,164,,36,STEPHANEROBIDAS,Stephane,Robidas,ANA,DAL,24,D,38,5,5,10,10,56,29,37,8.9%,4.1%,48.0,15,2,29,766.6,20.2,971,25.6,0.79,18,1.44,5.5%,5.5%,11.0%,0,0,0.0%,0,112,96,49,29,11,4,8.8,7.5,3.8,2.3,0.9,0.3,20,10,0,0,0,0,-0.4,,, ,,1,11,1,0,1,0,0,0,0%,4,0.7,2.1,2.9,0.08,0.23,15.6,18.8,4.9,0.8,2.8,0,3.6,0.09,0.28,,,,42,,3300000,,-2.2
27,Sep 27 '83,Nesbitt,MB,CAN,73,220,L,2002,4,104,,30,AARONROME,Aaron,Rome,DAL,,,D,25,0,1,1,-6,15,7,14,0.0%,0.0%,49.7,7,3,3,327.2,13.1,456,18.2,0.72,13,2.42,0.0%,2.2%,2.2%,0,0,0.0%,0,41,20,38,7,12,2,7.5,3.7,7.0,1.3,2.2,0.4,11,3,1,0,0,0,-1.4,,, ,,0,3,0,0,0,0,0,0,0%,1,-0.3,0.1,-0.2,-0.01,-0.04,7,9,-7,-1.2,-0.1,0,-1.3,-0.05,-0.24,,,,30,"Hip, Lower body, Upper body, Undisclosed",1500000,,-3.9
37,Jul 16 '85,Olds,AB,CAN,75,215,L,2003,7,227,,28,JAYROSEHILL,Jay,Rosehill,PHI,,,LW/D,34,2,0,2,-8,14,6,6,14.3%,7.7%,28.3,7,2,0,168.0,4.9,264,7.8,0.64,0,0.00,2.2%,0.0%,2.2%,0,1,0.0%,0,34,48,4,6,5,1,12.1,17.1,1.4,2.1,1.8,0.4,90,10,10,2,0,0,-5.3,,, ,,1,6,0,0,0,0,0,0,0%,2,0,-0.2,-0.2,-0.01,-0.07,4.8,4.3,-7.8,-1.1,-0.4,0,-1.5,-0.04,-0.54,,,,,,675000,,-2.7
21,Nov 21 '89,Roubaix,,FRA,72,200,L,,,,,24,ANTOINEROUSSEL,Antoine,Roussel,DAL,,,LW,81,14,15,29,-1,113,55,46,12.4%,6.5%,25.7,62,9,9,1080.0,13.3,1603,19.8,0.67,112,6.20,10.4%,11.1%,21.5%,19,25,43.2%,0.8,155,146,49,55,24,24,8.6,8.1,2.7,3.1,1.3,1.3,209,37,11,7,1,0,-7.0,,, ,,1,17,0,0,2,1,1,2,200%,5,1.8,1,2.9,0.04,0.16,19.4,24.5,-4.5,3.9,2.8,0,6.7,0.08,0.37,,,,,,612500,,5.6
12,May 04 '83,Ottawa,ON,CAN,69,184,L,2001,2,32,,30,DEREKROY,Derek,Roy,STL,,,C,75,9,28,37,-1,114,50,48,7.9%,4.2%,26.0,62,16,8,1021.5,13.6,1393,18.6,0.73,168,9.86,6.6%,20.4%,27.0%,219,247,47.0%,10.4,38,13,30,50,20,22,2.2,0.8,1.8,2.9,1.2,1.3,30,15,0,0,0,0,-1.2,2,1,50%,1,2,18,0,0,2,0,0,0,0%,3,2.3,1.2,3.4,0.05,0.20,22.3,16.7,-3.9,4.2,1,0.3,5.5,0.07,0.32,,,,4,"Illness, Undisclosed",4000000,,-1.5
32,Sep 03 '78,Vlasim,,CZE,73,212,R,1996,4,105,,35,MICHALROZSIVAL,Michal,Rozsival,CHI,,,D,42,1,7,8,7,39,10,26,2.6%,1.3%,46.6,17,1,16,699.4,16.7,904,21.5,0.77,34,2.94,1.2%,8.1%,9.3%,0,0,0.0%,0,122,67,43,10,24,15,10.5,5.7,3.7,0.9,2.1,1.3,32,15,0,0,0,0,-7.7,,, ,,0,7,0,0,0,0,0,0,0%,1,0.1,1.7,1.8,0.04,0.15,12.5,15.3,1.1,0.1,2.3,0,2.3,0.05,0.20,,,,10,"Facial, Lower body",2200000,,-1.6
