#,DOB,Birth City,S/P,Ctry,Nat,HT,Wt,S,Draft,Round,Overall,Rk,Age,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,CoSH%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,OpenFOT,OpenFOW,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,Grit,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,OPS,DPS,PS,PS/G,PS/60,DIA,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,1st Star,2nd Star,3rd Star,FO GAR,PenD GAR,PenT GAR,SRF GAR,SRA GAR,Sh GAR,GAR,dCFImpact,dCAImpact,dCorsiImpact,dCorsi60,dFFImpact,dFAImpact,dFenwickImpact,dFenwick60,Days,Ginj,Injury,Cap Cost,CHIP,Bonuses,GVS
91,Feb 07 '90,Markham,ON,CAN,CA,73,194,R,2008,1,1,,24,Steven,Stamkos,TBL,TBL,,C,82,43,29,22,72,2,268,119,122,16.0%,8.4%,1588.2,19.4,1806,22.0,0.88,196,7.42,47.8%,32.2%,80.0%,469,474,49.7%,19.7,14,6,93,91,35,119,37,34,3.5,3.4,1.3,4.5,1.4,1.3,49,17,1,1,0,0,176,6.3,3,0,0%,0,8,15,0,0,6,3,0,0,0%,8.6,1.5,10.1,0.12,0.38,5,36.3,27.7,-5.9,16.7,1.1,-0.8,17.0,0.21,0.64,9,9,1,0.37,1.01,1.74,7.88,-1.08,9.21,19.13,-84.4,30.6,-115.0,-5.8,-81.6,21.4,-102.9,-5.2,186,,,7.5,0,0,2.2
18,Jul 20 '89,St. Albert,AB,CAN,CA,74,196,L,,,,,25,Ryan,Stanton,VAN,VAN,,D,54,3,8,4,11,9,59,22,27,5.1%,2.8%,864.3,16.0,1260,23.3,0.69,43,2.98,9.1%,24.2%,33.3%,0,0,0.0%,.0,,,125,93,113,22,31,10,8.7,6.5,7.8,1.5,2.2,0.7,35,15,1,0,0,0,242,-7.4,,, ,,0,12,0,0,0,0,0,0,0%,0.5,2.5,3.0,0.06,0.21,2,14.4,17.3,7.9,1.0,2.6,0.0,3.6,0.07,0.25,0,0,0,0,-0.38,-0.6,-2.94,-2.06,0.16,-5.82,-56.7,85.3,-142.0,-11.1,-36.4,45.4,-81.7,-6.4,186,7,Lower body,0.55,0.04,0,3.6
26,Dec 27 '85,Quebec City,QC,CAN,CA,72,205,L,2005,2,44,,29,Paul,Stastny,STL,STL,,C,74,16,30,17,46,5,143,54,35,11.2%,6.9%,1304.4,17.6,1802,24.4,0.72,187,8.58,23.5%,44.1%,67.6%,671,487,57.9%,25.0,14,6,44,22,30,54,9,28,2.0,1.0,1.4,2.5,0.4,1.3,40,20,0,0,0,0,92,-8.1,,, ,,1,18,0,0,7,2,0,0,0%,3.3,1.6,4.9,0.07,0.23,4,27.5,21.9,0.7,6.4,2.0,0.0,8.4,0.11,0.39,4,1,3,1.59,-1.64,0.3,11.4,-0.71,-2.11,8.83,78.6,-0.5,79.2,4.8,78.0,27.2,50.8,3.1,186,8,Shoulder,7,0.683,0,-5.3
20,Mar 01 '84,Winnipeg,MB,CAN,CA,71,212,L,2002,1,24,,30,Alexander,Steen,STL,STL,,LW,74,24,40,29,64,8,223,82,110,10.8%,5.8%,1478.6,20.0,2077,28.1,0.71,267,10.85,27.3%,45.5%,72.7%,218,215,50.3%,9.3,11,6,108,32,37,82,32,39,4.4,1.3,1.5,3.3,1.3,1.6,33,14,1,0,0,0,103,4.8,10,2,20%,1,6,21,1,0,5,0,0,0,0%,5.7,2.0,7.7,0.10,0.31,7,38.4,35.1,1.9,9.1,4.4,-0.9,12.7,0.17,0.52,8,4,3,0,0,0,0,0,0,0,42.9,32.4,10.5,0.6,48.9,29.2,19.8,1.2,186,8,"Knee, Lower body",5.8,0.424,0,1.5
20,Feb 04 '83,West Seneca,NY,USA,US,71,196,R,2003,5,148,,31,Lee,Stempniak,WPG,"NYR, WPG",53,RW,71,15,13,5,28,8,115,33,59,13.0%,7.2%,903.2,12.7,1313,18.5,0.69,49,3.24,42.9%,37.1%,80.0%,12,20,37.5%,.7,,,101,78,23,33,29,17,6.7,5.2,1.5,2.2,1.9,1.1,20,10,0,0,0,0,121,0.5,3,1,33%,0,0,14,0,0,3,1,0,0,0%,2.4,1.2,3.6,0.05,0.24,5,18.5,17.5,0.5,4.3,2.0,0.1,6.3,0.09,0.42,2,1,0,-0.02,-0.04,0.66,0.62,-0.19,0.08,1.11,37.8,-27.2,65.0,8.1,5.8,-0.8,6.6,-1.0,186,5,"Back, Illness",0.9,0.022,0,5.6
21,Jun 18 '90,Hastings,MN,USA,US,72,196,R,2008,2,51,,24,Derek,Stepan,NYR,NYR,,C,68,16,39,26,55,26,155,49,60,10.3%,6.1%,1236.3,18.2,1694,24.9,0.73,216,10.48,24.6%,60.0%,84.6%,543,689,44.1%,30.5,26,13,77,36,27,49,32,46,3.7,1.7,1.3,2.4,1.6,2.2,22,11,0,0,0,0,85,0.2,4,2,50%,0,2,12,1,1,3,1,0,0,0%,4.7,2.3,7.0,0.10,0.34,7,27.4,26.6,14.6,10.1,4.6,0.7,15.4,0.23,0.75,4,2,2,-0.23,-1.26,1.79,1.74,-1.08,2.11,3.07,-61.8,91.6,-153.4,-10.3,-34.8,55.9,-90.7,-6.1,186,14,"Flu, Leg, Upper body",3.075,0.038,0,10.0
44,Oct 30 '87,Toronto,ON,CAN,CA,74,231,R,2006,1,18,,27,Chris,Stewart,MIN,"BUF, MIN",61,RW,81,14,22,17,36,-26,155,47,39,9.0%,5.8%,1286.4,15.9,1610,19.9,0.80,197,9.20,30.4%,47.8%,78.3%,10,31,24.4%,.8,,,74,110,16,47,33,21,3.5,5.1,0.7,2.2,1.5,1.0,88,24,8,0,0,0,222,-8.2,2,0,0%,0,3,17,0,0,0,0,0,0,0%,2.0,0.5,2.6,0.03,0.12,4,32.0,25.8,-6.9,0.5,0.2,-0.5,0.2,0.00,0.01,1,2,5,-0.07,-1.02,-0.13,1.29,-4.52,-0.07,-4.52,-48.5,26.1,-74.6,-0.8,-36.6,37.0,-73.6,-1.4,186,1,Flu,3.692,0.051,0,-6.5
28,Jun 24 '82,Melville,SK,CAN,CA,73,213,R,2002,2,36,,32,Jarret,Stoll,LAK,LAK,,C,73,6,11,6,17,3,83,30,22,7.2%,4.4%,1130.8,15.5,1537,21.1,0.74,60,3.21,15.0%,27.5%,42.5%,592,569,51.0%,26.2,13,7,92,167,57,30,17,11,4.9,8.9,3.0,1.6,0.9,0.6,58,29,0,0,0,0,282,-12.6,1,0,0%,0,2,17,1,0,2,0,0,0,0%,-0.6,1.5,0.9,0.01,0.05,4,20.1,24.8,-1.5,-2.2,4.0,-0.3,1.5,0.02,0.08,0,1,0,0.86,-0.23,-1.66,-1.79,-2.3,-2.18,-7.3,-98.9,45.3,-144.2,-9.5,-64.1,38.2,-102.3,-6.7,186,9,Upper body,3.25,0.357,0,-4.2
3,Nov 21 '87,Camrose,AB,CAN,CA,71,180,L,,,,,27,Karl,Stollery,SJS,"COL, SJS",5,D,10,0,0,0,0,-1,9,2,12,0.0%,0.0%,147.3,14.7,210,21.0,0.70,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,19,23,21,2,7,1,7.7,9.4,8.6,0.8,2.9,0.4,6,3,0,0,0,0,50,-0.4,,, ,,0,2,0,0,0,0,0,0,0%,-0.2,0.2,0.0,0.00,0.00,2,1.9,1.3,3.1,-0.5,0.4,0.0,0.0,0.00,0.00,0,0,0,0,0.1,-0.05,1.41,0.82,-0.18,2.1,29.0,-12.4,41.5,38.3,23.6,-18.6,42.1,38.9,28,,,0.092,0,0,0.0
61,May 13 '92,Winnipeg,MB,CAN,CA,74,205,R,2010,6,178,Y,22,Mark,Stone,OTT,OTT,,RW,80,26,38,22,64,21,157,64,40,16.6%,10.0%,1361.7,17.0,1802,22.5,0.76,156,6.87,32.1%,46.9%,79.0%,7,11,38.9%,.3,,,87,49,53,64,43,98,3.8,2.2,2.3,2.8,1.9,4.3,14,7,0,0,0,0,116,2.9,3,1,33%,1,5,26,2,1,6,0,0,0,0%,6.5,2.2,8.7,0.11,0.38,7,33.3,29.2,16.4,12.5,3.4,0.4,16.3,0.20,0.72,3,4,3,-0.01,-0.7,2.49,4.99,1.13,4.07,11.97,20.4,3.8,16.6,1.0,25.9,11.9,14.0,0.8,186,1,Foot,0.873,0.011,0.245,15.6
26,Jun 07 '90,Winnipeg,MB,CAN,CA,75,210,R,2008,3,69,,24,Michael,Stone,ARI,ARI,,D,81,3,15,10,18,-24,144,73,115,2.1%,0.9%,1690.3,20.9,2277,28.1,0.74,137,4.88,6.4%,31.9%,38.3%,1,0,100.0%,.0,,,153,202,189,73,23,12,5.4,7.2,6.7,2.6,0.8,0.4,60,29,0,0,0,0,451,-5.2,,, ,,1,18,0,1,0,0,0,0,0%,0.2,2.5,2.7,0.03,0.10,4,28.5,29.9,-4.1,0.0,0.8,0.0,0.7,0.01,0.02,0,0,1,0.01,-0.29,-0.83,1.74,-9.09,-2.86,-11.32,0.8,35.1,-34.3,-1.5,26.6,2.8,23.9,1.0,186,1,Upper body,1.15,0.014,0,-0.6
3,Feb 19 '85,Port McNeill,BC,CAN,CA,75,212,L,2004,3,79,,29,Clayton,Stoner,ANA,ANA,,D,69,1,7,7,8,-2,68,32,57,1.5%,0.6%,1217.3,17.6,1602,23.2,0.76,93,4.56,2.8%,19.4%,22.2%,0,0,0.0%,.0,,,169,128,84,32,40,10,8.3,6.3,4.1,1.6,2.0,0.5,68,14,8,0,0,0,288,-2.2,,, ,,0,21,0,0,1,0,0,0,0%,-0.5,2.0,1.4,0.02,0.07,2,18.9,26.4,-7.3,-1.4,2.3,0.0,0.9,0.01,0.04,0,1,0,0,-0.91,0.36,-2.03,6.27,-1.31,2.38,20.8,3.4,17.4,1.0,15.9,-12.7,28.5,1.6,186,11,"Illness, Lower body",3.25,0.198,0,-4.8
24,Oct 30 '84,Melfort,SK,CAN,CA,75,215,R,2003,5,137,,30,Tyson,Strachan,BUF,BUF,,D,46,0,5,1,5,-30,38,16,20,0.0%,0.0%,873.3,19.0,1134,24.7,0.77,19,1.33,0.0%,35.7%,35.7%,0,0,0.0%,.0,,,66,67,105,16,24,13,4.5,4.6,7.2,1.1,1.6,0.9,44,7,4,1,0,0,220,1.4,,, ,,0,10,0,0,0,0,0,0,0%,-0.5,-0.3,-0.8,-0.02,-0.05,5,14.0,20.6,-20.5,-1.6,-2.1,0.0,-3.7,-0.08,-0.25,0,0,0,0,-0.06,0.71,-3.48,-4.11,-1.15,-8.09,-3.6,-4.7,1.1,0.1,-14.5,-17.3,2.8,0.2,186,14,"Illness, Lower body",0.65,0.048,0,-3.9
37,Jan 04 '88,Waltham,MA,USA,US,73,209,L,2006,3,65,,27,Brian,Strait,NYI,NYI,,D,52,2,5,0,7,-1,59,20,33,3.4%,1.8%,955.3,18.4,1162,22.3,0.82,0,0.00,5.1%,12.8%,17.9%,0,1,0.0%,.0,,,104,124,85,20,24,14,6.5,7.8,5.3,1.3,1.5,0.9,32,15,0,0,0,0,241,-6.1,,, ,,1,9,0,0,0,0,0,0,0%,-0.2,1.6,1.4,0.03,0.09,6,16.0,22.6,-5.0,-0.9,2.1,0.0,1.2,0.02,0.08,0,0,0,-0.01,-0.29,-0.57,-1.49,-6.87,-0.97,-10.2,-85.7,97.7,-183.3,-12.9,-46.4,91.0,-137.4,-9.7,186,,,0.775,0,0,0.7
51,Jun 15 '92,Plzen,,CZE,CZ,73,185,L,2010,2,55,Y,22,Petr,Straka,PHI,PHI,,RW,3,0,2,2,2,1,2,1,2,0.0%,0.0%,28.4,9.5,40,13.3,0.71,14,29.61,0.0%,100.0%,100.0%,0,0,0.0%,.0,,,2,4,1,1,1,1,4.2,8.5,2.1,2.1,2.1,2.1,0,0,0,0,0,0,5,0.0,,, ,,0,1,0,0,0,0,0,0,0%,0.1,0.1,0.2,0.07,0.42,5,0.9,0.8,1.1,0.3,0.2,0.0,0.5,0.17,1.06,0,0,0,0,-0.08,0.09,0,0,-0.23,-0.22,7.3,-5.9,13.1,27.3,2.3,-5.6,7.9,16.4,5,,,0.025,0,0,0.5
6,Aug 01 '86,Tibro,,SWE,SE,71,190,R,2005,7,216,,28,Anton,Stralman,TBL,TBL,,D,82,9,30,15,39,22,138,44,92,6.5%,3.3%,1799.6,21.9,2134,26.0,0.84,100,3.35,9.3%,30.9%,40.2%,0,0,0.0%,.0,,,109,104,77,44,40,23,3.6,3.5,2.6,1.5,1.3,0.8,26,13,0,0,0,0,207,3.5,,, ,,2,15,0,1,0,1,0,0,0%,3.2,4.9,8.0,0.10,0.27,5,42.6,41.9,8.4,5.4,6.2,0.0,11.6,0.14,0.39,0,1,1,0,0.07,1.18,4.41,5.72,1.23,12.61,54.2,-82.5,136.7,6.4,36.8,-52.5,89.3,4.2,186,,,4.5,0,0,3.2
10,Feb 13 '87,Coquitlam,BC,CAN,CA,71,185,L,,,,,27,Ben,Street,COL,COL,,C,3,0,0,0,0,0,4,1,2,0.0%,0.0%,34.8,11.6,55,18.3,0.63,0,0.00,0.0%,0.0%,0.0%,17,15,53.1%,17.3,,,5,3,0,1,2,1,8.6,5.2,0.0,1.7,3.4,1.7,0,0,0,0,0,0,3,-0.1,,, ,,0,2,0,0,0,0,0,0,0%,-0.1,0.0,-0.1,-0.03,-0.17,3,1.0,0.9,0.1,-0.4,0.1,0.0,-0.4,-0.13,-0.69,0,0,0,0.03,-0.09,0.1,0,0,-0.16,-0.12,4.4,11.1,-6.7,-11.9,-0.8,7.1,-7.9,-14.1,55,19,Undisclosed,0.192,0.151,0,-0.5
32,Dec 11 '77,Bern,,CHE,CH,71,191,L,2004,9,262,,37,Mark,Streit,PHI,PHI,,D,81,9,43,24,52,-8,144,52,120,6.3%,2.8%,1811.8,22.4,2249,27.8,0.81,187,6.20,9.1%,43.4%,52.5%,0,0,0.0%,.0,,,105,63,103,52,41,16,3.5,2.1,3.4,1.7,1.4,0.5,36,18,0,0,0,0,202,-0.1,,, ,,1,25,0,3,0,0,0,0,0%,4.5,3.0,7.5,0.09,0.25,4,48.4,32.4,-1.4,8.0,1.9,0.0,9.9,0.12,0.33,1,2,1,0,-0.51,0.77,6.81,-1.9,0.86,6.03,-4.0,32.8,-36.8,-1.6,-9.0,44.6,-53.6,-2.3,186,1,Flu,5.25,0.064,0,-0.1
18,Jul 11 '93,Mississauga,ON,CAN,CA,73,196,R,2011,1,5,,21,Ryan,Strome,NYI,NYI,,C,81,17,33,25,50,23,179,42,65,9.5%,5.9%,1247.2,15.4,1631,20.1,0.76,238,11.47,21.3%,41.3%,62.5%,149,170,46.7%,6.6,1,0,72,92,21,42,52,38,3.5,4.4,1.0,2.0,2.5,1.8,47,21,1,0,0,0,161,-12.0,4,0,0%,0,3,20,0,2,2,0,0,0,0%,4.2,2.1,6.3,0.08,0.30,4,31.9,29.7,20.6,6.4,5.2,-1.1,10.5,0.13,0.51,3,2,2,0.03,-0.67,-0.34,11.52,-1.22,-0.08,9.24,100.2,23.7,76.6,4.7,95.4,5.2,90.2,5.6,186,,,1.713,0,0.85,8.0
17,Nov 06 '79,Rocky Mountain House,AB,CAN,CA,74,215,L,1998,1,3,,35,Brad,Stuart,COL,COL,,D,65,3,10,4,13,-4,64,30,34,4.7%,2.3%,1322.9,20.4,1752,27.0,0.76,35,1.60,7.9%,26.3%,34.2%,1,0,100.0%,.0,,,102,177,134,30,22,15,4.6,8.0,6.1,1.4,1.0,0.7,16,8,0,0,0,0,327,5.0,,, ,,0,18,0,1,0,0,0,0,0%,0.1,2.6,2.7,0.04,0.12,7,18.8,25.3,-3.1,0.6,1.9,0.0,2.5,0.04,0.11,0,1,0,0.01,-0.22,1.24,-4.68,-4.32,-0.14,-8.11,-66.8,63.1,-129.9,-7.3,-40.1,46.5,-86.6,-4.9,186,17,"Hamstring, Leg",3.6,0.702,0,-4.0
5,Apr 27 '84,Rochester,MN,USA,US,74,213,L,2003,1,21,,30,Mark,Stuart,WPG,WPG,,D,70,2,12,7,14,5,51,28,74,3.9%,1.3%,1345.0,19.2,1826,26.1,0.74,80,3.57,4.9%,29.3%,34.1%,0,1,0.0%,.0,,,89,166,142,28,48,13,4.0,7.4,6.3,1.2,2.1,0.6,69,32,1,0,0,0,378,-15.4,,, ,,1,22,0,0,1,0,0,0,0%,0.1,3.1,3.2,0.05,0.14,5,20.4,31.4,-3.7,0.5,4.2,0.0,4.6,0.07,0.21,0,1,1,0,-0.29,-2.45,-0.42,-1.08,-0.19,-4.43,61.3,36.5,24.7,1.4,22.0,22.7,-0.7,0.0,186,11,Lower body,2.625,0.288,0,0.2
76,May 13 '89,Toronto,ON,CAN,CA,72,214,R,2007,2,43,,25,P.K.,Subban,MTL,MTL,,D,82,15,45,21,60,21,170,86,158,8.8%,3.6%,2148.7,26.2,2472,30.1,0.87,177,4.93,14.2%,42.5%,56.6%,0,0,0.0%,.0,,,157,97,142,86,112,29,4.4,2.7,4.0,2.4,3.1,0.8,74,36,0,0,0,0,313,-3.7,1,0,0%,0,2,23,1,3,5,0,0,0,0%,5.8,6.6,12.4,0.15,0.35,6,54.5,46.0,8.7,10.8,5.8,-0.3,16.3,0.20,0.46,3,4,2,0,1.26,-1.48,2.28,1.62,5.29,8.97,95.2,-34.7,129.9,5.1,62.3,-12.8,75.1,3.0,186,,,9,0,0,-1.7
55,Feb 05 '88,Ann Arbor,MI,USA,US,74,209,L,2006,1,29,,26,Chris,Summers,NYR,"ARI, NYR",17,D,20,0,3,2,3,-12,15,4,14,0.0%,0.0%,284.9,14.2,399,20.0,0.71,59,12.35,0.0%,100.0%,100.0%,0,0,0.0%,.0,,,45,49,26,4,6,1,9.5,10.3,5.5,0.8,1.3,0.2,8,4,0,0,0,0,83,-0.9,,, ,,0,5,0,0,0,0,0,0,0%,0.0,-0.3,-0.4,-0.02,-0.08,3,4.7,7.3,-8.9,-0.1,-0.8,0.0,-0.8,-0.04,-0.17,0,0,0,0,-0.12,-0.01,-1.47,-0.98,-0.62,-3.2,-22.6,19.1,-41.7,-19.8,-21.4,4.6,-26.0,-15.7,131,4,Upper body,0.423,0.029,0,-0.9
62,Nov 29 '90,Plzen,,CZE,CZ,79,220,R,,,,,24,Andrej,Sustr,TBL,TBL,,D,72,0,13,5,13,10,55,23,54,0.0%,0.0%,1274.6,17.7,1561,21.7,0.82,60,2.81,0.0%,28.9%,28.9%,0,0,0.0%,.0,,,108,39,84,23,28,17,5.1,1.8,4.0,1.1,1.3,0.8,34,17,0,0,0,0,157,-2.7,,, ,,0,11,0,0,0,0,0,0,0%,-0.1,3.0,2.8,0.04,0.13,0,19.7,25.7,0.7,0.0,3.6,0.0,3.6,0.05,0.17,0,0,0,0,-0.67,-0.14,-5.5,5.2,-2.45,-3.56,-107.0,0.2,-107.1,-5.7,-79.6,6.5,-86.0,-4.6,186,7,Upper body,0.874,0.011,0,2.9
20,Jan 21 '85,Madison,WI,USA,US,73,200,L,2003,1,7,,30,Ryan,Suter,MIN,MIN,,D,77,2,36,12,38,7,150,79,131,1.3%,0.6%,2237.6,29.1,2389,31.0,0.94,123,3.29,2.2%,40.4%,42.7%,0,0,0.0%,.0,,,58,69,127,79,46,33,1.6,1.9,3.4,2.1,1.2,0.9,48,22,0,0,0,0,244,-0.1,,, ,,0,16,0,1,1,0,0,0,0%,1.8,5.6,7.4,0.10,0.20,6,45.8,44.9,-0.3,3.2,6.6,0.0,9.8,0.13,0.26,0,0,4,0,-1.1,0.96,3.11,6.2,-4.51,4.66,-92.3,28.5,-120.8,-4.4,-64.5,31.5,-96.0,-3.5,186,2,Illness,7.538,0.184,0,-5.1
16,Feb 14 '89,Huntington,NY,USA,US,75,190,R,2007,1,11,,25,Brandon,Sutter,PIT,PIT,,C,80,21,12,6,33,6,180,52,45,11.7%,7.6%,1385.9,17.3,1937,24.2,0.72,65,2.83,53.8%,30.8%,84.6%,688,671,50.6%,28.5,25,17,118,86,48,52,33,41,5.1,3.7,2.1,2.3,1.4,1.8,14,7,0,0,0,0,148,7.1,4,1,25%,1,6,21,0,1,4,0,0,0,0%,2.2,1.9,4.1,0.05,0.18,7,22.4,28.4,2.5,4.9,5.2,-0.2,10.0,0.13,0.43,2,2,0,0.85,-0.35,2.68,-1.28,-0.26,1.74,3.38,-44.1,25.0,-69.1,-4.1,-18.8,10.2,-28.9,-1.7,186,2,Illness,3.3,0.08,0,4.1
27,Jun 02 '87,Viking,AB,CAN,CA,72,200,L,2005,6,179,,27,Brett,Sutter,MIN,MIN,,LW/C,6,0,3,3,3,1,6,2,2,0.0%,0.0%,55.9,9.3,87,14.5,0.64,20,21.49,0.0%,100.0%,100.0%,0,0,0.0%,.0,,,10,16,1,2,0,0,10.7,17.2,1.1,2.1,0.0,0.0,4,2,0,0,0,0,21,-0.1,,, ,,0,3,0,0,0,0,0,0,0%,0.2,0.1,0.3,0.05,0.32,4,1.4,1.9,0.6,0.4,0.5,0.0,0.9,0.15,0.97,0,0,1,0,0.02,-0.18,0,0,-0.48,-0.64,3.5,1.8,1.7,2.0,6.0,-0.8,6.9,8.2,15,2,Illness,0.048,0.015,0,0.9
48,Sep 26 '91,Viking,AB,CAN,CA,77,203,R,2011,7,193,Y,23,Brody,Sutter,CAR,CAR,,C,4,0,0,0,0,-2,0,1,1,0.0%,0.0%,29.8,7.4,45,11.3,0.66,0,0.00,0.0%,0.0%,0.0%,7,7,50.0%,6.0,,,5,3,2,1,1,0,10.1,6.1,4.0,2.0,2.0,0.0,0,0,0,0,0,0,5,-0.1,,, ,,0,1,0,0,0,0,0,0,0%,-0.1,0.0,-0.1,-0.03,-0.20,4,0.7,0.7,-1.7,-0.3,-0.1,0.0,-0.4,-0.10,-0.81,0,0,0,0,0,0,0,0,0,0,-6.0,0.6,-6.6,-13.6,-2.2,1.4,-3.6,-7.5,9,,,0.028,0,0,-0.4
21,May 14 '91,Burlington,ON,CAN,CA,71,200,R,2009,4,97,,23,Jordan,Szwarz,ARI,ARI,,RW,9,1,0,0,1,-2,8,0,2,12.5%,10.0%,121.2,13.5,170,18.9,0.71,0,0.00,50.0%,0.0%,50.0%,0,0,0.0%,.0,,,15,5,9,0,0,1,7.4,2.5,4.5,0.0,0.0,0.5,2,1,0,0,0,0,16,-1.2,,, ,,1,2,0,0,0,0,0,0,0%,-0.1,0.1,0.0,0.00,0.00,4,1.4,1.7,-1.2,-0.1,0.0,0.0,-0.1,-0.01,-0.05,0,0,0,0,0,0,-0.36,-1.75,0.75,-1.36,-9.0,31.1,-40.2,-24.4,-5.3,30.1,-35.5,-21.5,20,,,0.068,0,0,-0.1
25,Feb 11 '84,Lemoyne,QC,CAN,CA,71,190,L,2002,8,234,,30,Max,Talbot,BOS,"COL, BOS",63,C,81,5,13,9,18,-1,97,21,27,5.2%,3.4%,1102.5,13.6,1504,18.6,0.73,103,5.61,15.2%,39.4%,54.5%,76,82,48.1%,3.1,1,1,111,132,51,21,16,44,6.0,7.2,2.8,1.1,0.9,2.4,29,11,1,0,0,0,213,4.6,1,1,100%,1,2,30,0,1,1,0,0,0,0%,-0.5,1.2,0.7,0.01,0.04,5,19.6,29.0,-2.5,-1.8,4.8,0.6,3.7,0.05,0.20,0,0,2,0.04,0.21,1.19,1.85,-3.59,-2.81,-3.11,4.7,-7.4,12.1,-6.1,17.5,-13.5,31.0,-1.8,227,,,1.75,0,0,1.4
8,Dec 20 '89,Toronto,ON,CAN,CA,74,185,R,,,,,25,Christopher,Tanev,VAN,VAN,,D,70,2,18,7,20,8,53,31,43,3.8%,1.6%,1475.7,21.1,2066,29.5,0.71,46,1.86,4.5%,40.9%,45.5%,0,0,0.0%,.0,,,192,23,170,31,49,26,7.8,0.9,6.9,1.3,2.0,1.1,12,6,0,0,0,0,205,8.5,,, ,,0,14,1,0,1,0,0,0,0%,0.6,3.7,4.3,0.06,0.17,7,23.8,33.3,4.3,1.8,5.8,0.0,7.6,0.11,0.31,1,0,1,0,0.16,1.82,0.6,7.53,-0.5,9.61,16.0,-83.6,99.6,5.0,-7.4,-100.0,92.6,4.7,186,12,"Concussion, Upper body",2,0.049,0,4.5
17,Feb 10 '89,Philadelphia,PA,USA,US,76,221,L,2007,2,42,,25,Eric,Tangradi,MTL,MTL,,LW,7,0,0,0,0,-3,5,1,2,0.0%,0.0%,54.1,7.7,79,11.3,0.68,0,0.00,0.0%,0.0%,0.0%,1,0,100.0%,.2,,,5,12,4,1,2,0,5.5,13.3,4.4,1.1,2.2,0.0,17,1,1,0,1,0,34,-0.1,,, ,,0,1,0,0,0,0,0,0,0%,-0.2,-0.1,-0.2,-0.03,-0.22,4,1.1,1.1,-3.3,-0.5,-0.2,0.0,-0.7,-0.10,-0.78,0,0,0,0.01,0.02,0,0,0,-0.31,-0.28,-1.5,2.5,-4.0,-4.4,-2.2,-4.5,2.3,2.6,21,,,0.076,0,0,-0.7
40,Nov 21 '79,Ste-Justine,QC,CAN,CA,73,194,L,1998,1,12,,35,Alex,Tanguay,COL,COL,,LW,80,22,33,19,55,-1,104,28,37,21.2%,13.0%,1452.9,18.2,1911,23.9,0.76,163,6.74,33.8%,50.8%,84.6%,12,16,42.9%,.5,1,0,63,45,39,28,33,34,2.6,1.9,1.6,1.2,1.4,1.4,40,20,0,0,0,0,124,-11.2,9,3,33%,1,3,23,0,0,4,1,0,0,0%,4.6,1.6,6.2,0.08,0.26,6,32.0,29.5,1.7,8.5,2.5,0.3,11.3,0.14,0.47,2,2,5,0,-2.27,0.28,2.62,-6.46,7.8,1.97,6.8,51.0,-44.3,-2.5,-17.8,30.8,-48.6,-2.7,186,2,Facial,3.5,0.085,0,5.0
91,Dec 13 '91,Yaroslavl,,RUS,RU,72,219,L,2010,1,16,,23,Vladimir,Tarasenko,STL,STL,,RW,77,37,36,17,73,27,264,120,147,14.0%,7.0%,1357.1,17.6,1894,24.6,0.72,154,6.80,39.8%,38.7%,78.5%,0,3,0.0%,.0,,,93,32,18,120,19,35,4.1,1.4,0.8,5.3,0.8,1.5,31,13,1,0,0,0,82,12.7,12,6,50%,2,8,21,2,0,6,2,0,0,0%,8.5,2.6,11.2,0.15,0.50,6,36.1,28.3,21.0,15.5,4.2,1.5,21.3,0.28,0.94,10,7,2,-0.02,0.66,1.88,11.31,1.85,9.8,25.48,14.7,6.3,8.4,0.5,3.0,-14.2,17.2,1.0,186,5,Leg,1.75,0.107,0.85,18.7
71,Jun 20 '91,Moscow,,RUS,RU,72,185,L,,,,Y,23,Daniil,Tarasov,SJS,SJS,,RW/C,5,0,1,0,1,2,5,1,1,0.0%,0.0%,37.9,7.6,72,14.4,0.53,0,0.00,0.0%,50.0%,50.0%,1,0,100.0%,.3,,,1,2,1,1,0,1,1.6,3.2,1.6,1.6,0.0,1.6,0,0,0,0,0,0,3,-0.1,,, ,,0,0,0,0,0,0,0,0,0%,0.0,0.1,0.1,0.02,0.16,1,0.7,0.7,2.1,0.0,0.3,0.0,0.3,0.06,0.48,0,0,0,0,-0.09,0.1,0,0,-0.32,-0.31,-2.7,-3.9,1.3,2.0,1.6,-1.6,3.2,5.2,44,7,Undisclosed,0.189,0.068,0.095,0.2
