#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
63,Feb 05 '89,Munkedal,,SWE,74,206,L,Y,24,JOAKIMANDERSSON,Andersson,Joakim,DET,DET,C,38,3,5,8,2,43,7.0%,459.3,12.1,658,17.3,0.70,55,7.14,18.8%,31.3%,50.0%,310,144,166,46.5%,14.7,17,12,14,16,4,2.2,1.6,1.8,2.1,0.5,8,4,0,0,0,0,-0.8,400.4,10.5,10.45,38.1,21.5%,3,4,0,4,7,1.05,55,20.0%,26.7%,46.7%,281,134,147,47.7%,61,55,36.3%,47,54,31.6%,46,57,32.2%,53.5%,4,132,150,103,14.49022555,-0.837,10,-1.299,0.901,7.924,7.3%,.921,928,-0.6%,2.27,1.96,30.97,24.78,57.72,43.21,14.51,15,13,190,151,84,59,63,93,4.36,1.99,1.95,29.38,28.84,55.20,49.73,9.0,48,47,661,649,297,217,287,326,4,4,0,0.60,0.60,0.00,8.7,0.2,0.23,5.24,4.2%,0,0,1,1,1,6.9,0,0.0%,100.0%,100.0%,6,3,3,50.0%,1,0,8,2,3,1,0,7,0,0,50.2,1.3,1.32,3.6,26.8%,0,0,0,0,0,0,23,7,16,30.4%,0,3,5,28,2,19,11,0,0,0,16,1,16,3,,, ,,1,0,0,0,0,0, ,2,-0.1,0.6,0.6,0.02,0.08,9.1,9.8,0.3,-0.8,1.5,0,0.7,0.02,0.09,79,0,0,,,"$508,712","$237,500",0.5
10,Jun 27 '85,Woodbridge,ON,CAN,73,212,L,,28,MIKEANGELIDIS,Angelidis,Mike,TBL,TBL,LW/C,1,0,0,0,0,0,0.0%,7.4,7.4,15,15.0,0.49,0,0.00,0.0%,0.0%,0.0%,7,3,4,42.9%,10.7,0,0,1,0,0,0.0,0.0,8.1,0.0,0.0,0,0,0,0,0,0,0.0,6.9,6.9,6.93,45.5,13.2%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%,5,3,2,60.0%,1,1,33.3%,2,0,33.3%,1,1,33.3%,50.0%,6,3,1,5,13.12774388,0.409,2,-1.627,0.641,-3.536,0.0%,1.000,1000,0.0%,0.00,0.00,17.32,8.66,25.97,60.61,-34.63,0,0,2,1,1,2,4,0,-32.81,2.64,0.00,40.88,25.05,68.57,42.20,-61.0,2,0,29,19,12,8,5,9,0,0,0,0.00,0.00,0.00,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,0.4,0.4,0.42,1.55,21.3%,0,0,0,0,0,0,2,0,2,0.0%,0,1,0,1,0,0,0,0,0,0,0,0,1,1,,, ,,0,0,0,0,0,0, ,3,0.0,0.0,0.0,0.00,0.00,0.1,0.4,0,0,0.1,0,0.1,0.10,0.81,2,0,0,,,"$10,606",$0,0.1
42,May 24 '88,Yaroslavl,,RUS,76,200,L,,25,ARTEMANISIMOV,Anisimov,Artem,CBJ,CBJ,C,35,11,7,18,-6,68,16.2%,574.3,16.4,783,22.4,0.73,40,4.20,55.0%,35.0%,90.0%,509,249,260,48.9%,24.5,13,24,23,5,17,1.4,2.5,2.4,0.5,1.8,12,6,0,0,0,0,-1.8,459.6,13.1,12.4,36.08,25.6%,10,4,3,7,17,2.22,40,55.6%,38.9%,94.4%,420,205,215,48.8%,59,66,26.8%,74,75,31.9%,95,98,41.3%,45.6%,3,167,150,164,16.0603658,0.929,2,0.447,1.211,-3.949,9.9%,.900,909,-0.1%,2.49,2.90,25.02,28.89,48.25,53.78,-5.53,18,21,163,188,69,66,114,99,-0.17,2.09,2.00,25.70,29.89,47.09,51.50,-1.1,44,42,497,587,181,213,242,269,6,4,-2,0.78,0.52,-0.26,59.9,1.7,1.65,3.51,32.0%,1,0,0,0,1,1.0,0,50.0%,0.0%,50.0%,46,29,17,63.0%,2,1,47,4,14,3,2,16,0,1,54.8,1.6,1.48,3.35,30.6%,0,0,0,0,0,0,43,15,28,34.9%,0,4,9,34,4,14,12,3,0,0,22,4,29,5,6,4,67%,2,0,1,3,0,0,0, ,7,1.6,0.4,2.1,0.06,0.22,13.3,13.7,-7,2,0.9,1.5,4.4,0.13,0.46,99,0,0,8,"Foot, Head, Lower body","$1,875,000",$0,2.0
80,Feb 18 '80,Ust-Kamenogorsk,,KAZ,78,245,L,,33,NIKANTROPOV,Antropov,Nik,WPG,WPG,C/LW,40,6,12,18,6,56,10.7%,638.3,16.0,789,19.7,0.81,88,8.29,20.7%,41.4%,62.1%,304,128,176,42.1%,13.3,76,27,15,19,15,7.1,2.5,1.4,1.8,1.4,16,8,0,0,0,0,-0.9,543.8,13.6,13.54,36.17,27.2%,4,7,3,11,15,1.66,82,18.2%,50.0%,68.2%,262,117,145,44.7%,66,101,34.8%,71,61,27.5%,88,93,37.7%,55.9%,14,220,169,143,15.68831805,0.602,4,1.074,0.263,-0.544,8.6%,.946,954,3.1%,2.44,1.66,28.47,30.69,53.06,58.83,-5.76,22,15,235,262,97,106,148,125,-5.64,2.12,3.15,27.91,29.65,56.61,57.77,-4.6,51,76,622,639,313,309,369,379,5,4,-1,0.55,0.44,-0.11,75.8,1.9,1.86,2.73,40.5%,2,1,0,1,3,2.4,6,28.6%,14.3%,42.9%,39,11,28,28.2%,7,1,38,12,12,4,0,25,0,1,18.7,0.5,0.43,4,9.7%,0,0,0,0,0,0,3,0,3,0.0%,0,6,2,13,1,5,4,0,0,0,30,7,25,8,1,0,0%,0,2,0,0,0,0,0, ,6,0.9,0.9,1.8,0.05,0.17,11.8,12.4,7.7,1.9,2,-0.3,3.6,0.09,0.34,99,0,0,8,Lower body,"$4,062,500",$0,-2.7
62,Aug 12 '88,Milford,CT,USA,69,165,R,Y,25,MARKARCOBELLO,Arcobello,Mark,EDM,EDM,C/RW/LW,1,0,0,0,0,0,0.0%,18.3,18.3,19,19.0,0.96,0,0.00,0.0%,0.0%,0.0%,10,3,7,30.0%,23.8,0,2,0,1,0,0.0,6.6,0.0,3.3,0.0,0,0,0,0,0,0,0.0,15.0,15.0,15,33.45,31.0%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%,10,3,7,30.0%,2,2,40.0%,0,3,30.0%,1,2,30.0%,57.1%,15,3,4,1,16.49564503,-0.299,8,-2.082,8.073,-5.762,0.0%,1.000,1000,0.0%,0.00,0.00,28.00,24.00,36.00,64.00,-28.00,0,0,7,6,2,4,6,0,-26.12,1.79,1.79,32.29,26.91,55.61,59.19,-24.4,1,1,17,14,6,8,10,7,0,0,0,0.00,0.00,0.00,3.2,3.2,3.17,3.18,49.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,1,0,1,0,2,0,0,0.1,0.1,0.08,5.02,1.6%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,, ,,0,0,0,0,0,0, ,4,-0.1,0.0,0.0,0.00,0.00,1.9,3.2,0,-0.9,0.5,0,-0.4,-0.40,-1.32,2,0,0,,,"$12,929","$260,000",-0.4
20,Nov 23 '82,Lloydminster,SK,CAN,74,185,R,,31,COLBYARMSTRONG,Armstrong,Colby,MTL,MTL,RW,37,2,3,5,1,33,6.1%,414.5,11.2,606,16.4,0.68,25,3.62,20.0%,30.0%,50.0%,21,9,12,42.9%,0.9,36,21,12,8,10,5.2,3.0,1.7,1.2,1.4,12,6,0,0,0,0,2.2,345.6,9.3,9.26,37.28,19.9%,2,2,1,3,5,0.87,25,20.0%,30.0%,50.0%,13,5,8,38.5%,27,33,20.1%,69,54,41.3%,56,59,38.6%,32.8%,3,108,160,104,15.34949212,-0.177,10,-0.399,-4.39,2.157,8.0%,.950,958,3.0%,1.75,1.40,21.89,28.02,46.06,51.66,-5.60,10,8,115,152,61,53,82,77,-4.12,2.87,2.00,30.97,26.10,58.98,52.02,-12.6,66,46,646,554,283,244,352,361,4,3,-1,0.69,0.52,-0.17,2.4,0.1,0.03,6.28,0.5%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,1,0,0,0,0,0,0,4,66.5,1.8,1.77,3.51,33.5%,0,0,0,0,0,0,8,4,4,50.0%,0,7,5,43,3,18,32,4,0,0,10,0,16,7,,, ,,1,0,0,0,0,0, ,5,-0.4,0.4,0.0,0.00,0.00,6,7.9,-0.3,-0.7,1.2,0,0.5,0.01,0.07,99,0,0,10,Knee,"$1,000,000",$0,-0.4
45,Apr 13 '78,Portage La Prairie,MB,CAN,71,205,R,,35,ARRONASHAM,Asham,Arron,NYR,NYR,RW,27,2,0,2,2,14,14.3%,179.1,6.6,262,9.7,0.68,0,0.00,50.0%,0.0%,50.0%,10,5,5,50.0%,0.6,39,4,3,3,5,13.1,1.3,1.0,1.0,1.7,50,5,6,1,0,0,-0.3,175.2,6.5,6.49,42.22,13.3%,2,0,0,0,2,0.68,0,50.0%,0.0%,50.0%,8,3,5,37.5%,16,21,25.5%,27,27,37.2%,34,20,37.2%,40.7%,2,62,69,37,14.43665497,-1.537,14,-2.07,-6.22,-2.123,7.0%,.973,980,4.4%,1.37,0.68,19.52,25.68,43.14,51.02,-7.88,4,2,53,73,29,34,40,40,-5.67,3.16,2.00,33.26,27.42,58.53,54.06,-12.3,60,38,572,483,218,194,312,262,2,3,1,0.68,1.03,0.34,3.8,0.1,0.12,5.71,2.1%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,2,2,0,100.0%,0,0,1,0,2,1,0,1,1,0,0.1,0.0,0,4.54,0.0%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,4,0,2,0,,, ,,0,0,0,0,0,0, ,3,0.0,0.3,0.2,0.01,0.07,2.4,2.3,1.6,0,0.5,0,0.5,0.02,0.17,99,0,0,17,"Groin, Back","$1,000,000",$0,-0.4
13,Jun 05 '89,Riverside,CT,USA,67,172,R,,24,CAMATKINSON,Atkinson,Cam,CBJ,CBJ,RW,35,9,9,18,9,91,9.9%,545.5,15.6,738,21.1,0.74,70,7.66,36.0%,36.0%,72.0%,#VALUE!, , ,#VALUE!,0.0,24,16,33,6,19,2.6,1.8,3.6,0.7,2.1,4,2,0,0,0,0,0.2,475.2,13.6,13.06,36.48,26.4%,8,6,2,8,16,2.02,62,36.4%,36.4%,72.7%, ,0,0, ,77,66,32.2%,73,59,29.7%,90,79,38.1%,52.0%,13,179,137,135,15.79997505,0.578,4,0.322,1.681,-3.532,9.7%,.933,943,3.0%,2.89,1.71,29.67,25.46,55.52,48.04,7.48,22,13,204,181,81,69,103,116,10.77,1.97,1.97,23.87,32.19,45.16,58.41,20.7,42,42,466,643,181,247,311,272,2,3,1,0.25,0.38,0.13,46.2,1.3,1.28,3.35,27.6%,1,1,0,1,2,2.6,8,33.3%,33.3%,66.7%, ,0,0, ,3,0,21,5,7,1,1,17,0,0,24.1,0.7,0.69,3.53,16.4%,0,0,0,0,0,0, ,0,0, ,0,4,4,10,0,7,9,1,0,0,25,3,17,4,4,1,25%,0,3,0,1,1,0,0, ,6,1.5,1.0,2.5,0.07,0.27,10.7,10.6,8.3,2.9,2,-0.3,4.5,0.13,0.49,99,0,0,13,Lower body,"$837,500","$37,500",3.9
33,Jul 03 '73,Ottawa,ON,CAN,74,215,R,,40,ADRIANAUCOIN,Aucoin,Adrian,CBJ,CBJ,D,36,0,4,4,-8,26,0.0%,588.0,16.3,728,20.2,0.81,30,3.08,0.0%,30.8%,30.8%,#VALUE!, , ,#VALUE!,0.0,43,13,12,8,4,4.4,1.3,1.2,0.8,0.4,16,8,0,0,0,0,-2.1,533.5,14.8,14.35,34.06,29.6%,0,2,2,4,4,0.45,30,0.0%,30.8%,30.8%, ,,, ,78,83,34.2%,81,69,31.8%,89,71,34.0%,51.8%,5,182,176,158,15.11558052,-0.763,6,-0.112,0.016,-4.825,6.6%,.927,934,-0.7%,1.51,2.21,22.76,30.20,45.06,50.41,-5.34,13,19,183,241,70,74,100,122,-1.14,2.45,2.01,26.23,29.70,50.21,55.59,0.0,50,41,486,566,194,235,294,296,6,1,-5,0.67,0.11,-0.56,0.3,0.0,0.01,5.2,0.2%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,0,1,0,0,0,0,0,0,54.2,1.5,1.49,3.28,31.2%,0,0,0,0,0,0, ,,, ,0,2,7,35,3,16,15,1,0,0,13,0,23,2,,, ,,0,0,0,0,0,0, ,0,-0.3,0.7,0.4,0.01,0.04,9,10.6,-8.8,-0.6,0,0,-0.7,-0.02,-0.07,99,0,0,9,"Lower body, Undisclosed","$2,000,000","$250,000",-3.3
10,Nov 06 '78,Waltham,MA,USA,68,171,L,,35,KEITHAUCOIN,Aucoin,Keith,NYI,NYI,C/RW,41,6,6,12,-1,50,12.0%,512.2,12.5,685,16.7,0.75,54,6.34,25.0%,25.0%,50.0%,344,167,177,48.5%,14.6,33,21,18,18,21,3.9,2.5,2.1,2.1,2.5,4,2,0,0,0,0,4.2,474.7,11.6,11.41,38.02,23.1%,5,4,2,6,11,1.39,54,26.3%,31.6%,57.9%,321,153,168,47.7%,51,69,29.6%,66,64,32.0%,73,83,38.4%,48.0%,5,144,158,168,15.39664925,0.133,5,-0.095,-0.968,-0.575,7.4%,.914,921,-1.2%,2.44,2.44,32.96,28.22,60.15,56.18,3.98,19,19,238,201,92,103,115,120,4.85,2.58,2.66,29.48,26.25,54.70,55.35,4.6,67,69,699,613,270,317,439,385,2,7,5,0.25,0.88,0.63,35.6,0.9,0.85,3.85,18.1%,1,0,0,0,1,1.7,0,20.0%,0.0%,20.0%,21,13,8,61.9%,5,0,20,3,6,3,3,13,0,0,1.9,0.0,0.05,4.62,1.1%,0,0,0,0,0,0,2,1,1,50.0%,0,0,0,0,0,3,2,0,0,0,24,5,20,0,,, ,,0,0,1,0,0,0, ,4,0.6,0.5,1.1,0.03,0.13,10.7,9.4,0.3,0.4,0.9,0,1.3,0.03,0.15,99,0,0,,,"$650,000",$0,1.0
36,Dec 27 '90,Cap-Rouge,QC,CAN,69,175,R,Y,23,JONATHANMARCHESSAULT,Audy-Marchessault,Jonathan,CBJ,CBJ,C/LW,2,0,0,0,-1,0,0.0%,21.9,10.9,30,15.0,0.73,0,0.00,0.0%,0.0%,0.0%,#VALUE!, , ,#VALUE!,0.0,1,0,1,0,1,2.7,0.0,2.7,0.0,2.7,0,0,0,0,0,0,2.0,20.1,10.1,9.7,34.92,21.7%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%, ,0,0, ,2,1,18.8%,3,6,56.3%,0,4,25.0%,25.0%,1,6,10,2,14.91033676,-1.853,15,3.754,-1.653,-6.291,0.0%,.900,900,-10.0%,0.00,3.09,15.46,30.93,40.21,61.86,-21.65,0,1,5,9,4,7,3,4,-5.69,1.72,2.58,24.05,29.21,39.52,42.10,-19.1,2,3,26,31,9,9,6,9,0,2,2,0.00,5.97,5.97,1.8,0.9,1.24,5.13,19.5%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,1,1,1,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,0,0,1,0,,, ,,0,0,0,0,0,0, ,2,-0.1,0.0,-0.1,-0.05,-0.27,0.3,0.3,-1,-0.2,-0.1,0,-0.2,-0.10,-0.55,5,0,0,,,"$46,717",$0,-0.2
3,Jun 11 '89,Rouleau,SK,CAN,78,228,L,,24,KEITHAULIE,Aulie,Keith,TBL,TBL,D,45,2,5,7,1,37,5.4%,576.9,12.8,858,19.1,0.67,33,3.46,8.3%,20.8%,29.2%,#VALUE!, , ,#VALUE!,0.0,91,42,12,8,5,9.5,4.4,1.2,0.8,0.5,60,15,4,1,0,0,-6.2,547.4,12.2,12.06,36.08,25.1%,2,3,2,5,7,0.77,33,8.3%,20.8%,29.2%, ,,, ,66,56,28.6%,65,48,26.5%,104,88,45.0%,51.9%,6,212,195,164,15.15537221,-0.237,6,-0.003,1.43,-4.104,9.0%,.933,942,2.3%,2.65,2.10,29.41,31.29,51.85,59.15,-7.30,24,19,242,264,91,122,130,112,-3.75,2.85,2.81,26.83,29.42,50.26,55.84,-1.7,77,76,649,720,290,336,379,344,11,2,-9,1.21,0.22,-0.99,0.5,0.0,0.02,5.39,0.4%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,0,0,0,0,0,0,0,0,29.0,0.6,0.64,4.56,12.3%,0,0,0,0,0,0, ,,, ,0,5,1,19,0,16,13,1,0,0,23,0,26,4,,, ,,0,0,0,0,0,0, ,1,0.3,0.9,1.2,0.03,0.12,9.5,12.4,0.8,0.6,1.1,0,1.7,0.04,0.18,99,0,0,,,"$577,500",$0,1.6
33,May 06 '84,Kiev,,UKR,77,200,R,,29,ANTONBABCHUK,Babchuk,Anton,CGY,CGY,D,7,0,1,1,-1,5,0.0%,83.0,11.9,110,15.7,0.75,0,0.00,0.0%,25.0%,25.0%,#VALUE!, , ,#VALUE!,0.0,1,9,3,5,0,0.7,6.5,2.2,3.6,0.0,0,0,0,0,0,0,0.4,79.6,11.4,11.28,37.59,23.1%,0,0,1,1,1,0.75,0,0.0%,33.3%,33.3%, ,,, ,15,10,29.8%,11,17,33.3%,12,19,36.9%,47.2%,4,24,36,23,14.4829143,-1.087,5,-3.256,-1.686,-8.298,9.1%,.917,926,0.8%,2.28,3.04,25.08,36.47,44.83,65.35,-20.52,3,4,30,44,10,16,22,16,-14.89,2.05,3.65,24.40,30.56,48.11,62.02,-6.6,9,16,98,118,49,66,72,55,0,0,0,0.00,0.00,0.00,3.4,0.5,0.48,4.17,10.3%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,1,0,0,0,1,0,0,1,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,,, ,,,0,0,0,0,0,0,0,0,4,1,4,0,,, ,,0,0,0,0,0,0, ,3,0.0,0.1,0.1,0.01,0.07,1.8,1.4,-0.1,-0.1,0,0,-0.1,-0.01,-0.07,99,0,0,11,Shoulder,"$2,500,000",$0,-3.6
42,May 01 '84,Minneapolis,MN,USA,75,221,R,,29,DAVIDBACKES,Backes,David,STL,STL,C/RW,48,6,22,28,5,100,6.0%,941.3,19.6,1403,29.2,0.67,152,9.72,15.4%,56.4%,71.8%,912,477,435,52.3%,32.1,158,41,39,10,30,10.1,2.6,2.5,0.6,1.9,62,26,0,0,0,1,-9.3,750.0,15.6,15.12,33.21,31.3%,5,11,4,17,22,1.76,136,18.5%,63.0%,81.5%,737,403,334,54.7%,104,101,26.7%,158,122,36.4%,161,123,36.9%,42.3%,2,239,288,219,16.0704584,1.876,1,1.263,-0.674,3.373,8.1%,.917,925,-0.2%,2.23,1.90,27.61,22.82,53.90,48.86,5.04,27,23,307,253,146,132,183,172,4.70,2.15,2.18,27.14,24.39,50.25,46.86,1.7,57,58,664,590,279,252,345,335,13,7,-6,1.04,0.56,-0.48,107.0,2.2,2.19,2.85,43.5%,1,2,2,4,5,2.8,16,9.1%,36.4%,45.5%,84,37,47,44.0%,11,2,79,10,32,6,2,56,3,1,84.4,1.8,1.74,3.49,33.3%,0,0,1,1,1,0,91,37,54,40.7%,1,6,9,46,3,22,44,3,1,1,42,11,33,7,,, ,,0,0,1,1,0,0, ,8,1.1,1.5,2.6,0.05,0.17,19.2,19.1,5.3,1.8,3.5,0,5.3,0.11,0.34,99,0,0,,,"$4,500,000",$0,-1.7
11,Mar 17 '89,Vasteras,,SWE,72,198,L,,24,MIKAELBACKLUND,Backlund,Mikael,CGY,CGY,C,32,8,8,16,-6,88,9.1%,484.0,15.1,661,20.7,0.73,45,5.55,36.4%,36.4%,72.7%,407,194,213,47.7%,20.7,31,19,28,17,28,3.8,2.4,3.5,2.1,3.5,29,6,1,1,0,0,1.3,426.7,13.3,13.13,36.29,26.6%,6,3,2,6,12,1.69,45,42.9%,42.9%,85.7%,357,169,188,47.3%,58,61,30.7%,62,81,36.9%,60,66,32.5%,45.4%,6,164,147,120,15.46801751,0.234,6,0.554,0.755,-4.929,6.7%,.897,904,-3.6%,2.00,2.86,29.85,27.70,57.26,55.12,2.14,14,20,195,174,88,90,102,104,8.63,2.17,3.20,25.78,29.50,49.08,56.58,9.6,42,62,457,509,194,238,286,257,5,7,2,0.70,0.98,0.28,44.7,1.4,1.37,3.61,27.5%,2,0,2,2,4,5.4,0,25.0%,25.0%,50.0%,40,22,18,55.0%,8,1,27,3,18,1,0,16,0,0,12.7,0.4,0.4,4.38,8.4%,0,0,0,0,0,0,10,3,7,30.0%,0,0,2,10,0,6,2,2,0,0,23,8,21,0,,, ,,3,0,1,0,0,1,0%,5,1.3,0.3,1.6,0.05,0.20,9.4,7.7,-0.5,2.6,0.2,0,2.9,0.09,0.36,99,0,0,14,Knee,"$725,000",$0,2.5
19,Nov 23 '87,Gavle,,SWE,73,213,L,,26,NICKLASBACKSTROM,Backstrom,Nicklas,WSH,WSH,C,48,8,40,48,8,82,9.8%,955.2,19.9,1118,23.3,0.85,134,8.45,11.9%,59.7%,71.6%,840,432,408,51.4%,28.7,31,35,36,26,33,1.9,2.2,2.3,1.6,2.1,20,10,0,0,0,0,-0.1,710.7,14.8,14.26,33.98,29.6%,5,13,10,25,30,2.53,126,15.2%,75.8%,90.9%,664,338,326,50.9%,108,118,32.7%,110,117,32.8%,135,104,34.5%,49.9%,11,241,289,228,16.22745826,0.429,3,0.522,0.796,-2.561,10.3%,.924,934,2.7%,2.89,2.28,28.05,29.89,56.80,54.00,2.81,33,26,287,315,137,115,160,191,5.82,2.28,2.28,27.48,31.56,52.49,58.16,8.5,62,62,685,796,294,283,440,386,6,8,2,0.51,0.68,0.17,171.3,3.6,3.41,1.75,66.1%,3,2,13,15,18,6.3,8,9.1%,45.5%,54.5%,107,55,52,51.4%,33,3,106,23,67,9,9,67,0,0,73.3,1.5,1.38,3.88,26.2%,0,0,0,0,0,0,69,39,30,56.5%,1,12,7,59,2,22,31,1,1,0,70,33,44,15,1,1,100%,1,3,0,1,0,0,0, ,6,3.5,1.2,4.8,0.10,0.30,22.8,21,6.7,7.7,1.5,0.5,9.8,0.20,0.62,99,0,0,,,"$6,700,000",$0,-1.1
47,Oct 05 '92,Bern,,CHE,70,181,L,Y,21,SVENBAERTSCHI,Baertschi,Sven,CGY,CGY,LW,20,3,7,10,0,28,10.7%,268.1,13.4,375,18.8,0.71,48,10.74,21.4%,50.0%,71.4%,#VALUE!,1, ,#VALUE!,0.0,12,5,8,5,12,2.7,1.1,1.8,1.1,2.7,6,3,0,0,0,0,2.6,234.2,11.7,11.59,35.61,24.6%,3,4,3,7,10,2.56,48,30.0%,70.0%,100.0%,1,1,0,100.0%,29,38,30.3%,39,33,32.6%,29,53,37.1%,48.2%,9,90,97,73,15.31903316,-0.252,8,-1.031,1.756,-4.73,8.3%,.922,931,0.6%,2.59,2.59,31.06,33.39,50.99,57.98,-6.99,10,10,110,119,39,38,57,38,-2.95,2.61,2.78,26.45,30.50,49.12,58.89,2.8,31,33,283,329,125,152,185,144,2,6,4,0.51,1.54,1.02,30.4,1.5,1.47,4.27,25.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,4,0,19,2,8,1,0,10,1,0,3.6,0.2,0.18,5.66,3.1%,0,0,0,0,0,0, ,0,0, ,0,1,1,2,0,1,1,0,0,0,14,4,11,1,,, ,,0,0,0,0,0,0, ,2,0.7,0.3,1.0,0.05,0.22,4.3,3.6,2.4,2.1,0.4,0,2.5,0.13,0.56,70,0,0,11,Hip,"$632,239","$531,250",2.0
12,Oct 02 '89,Bowmanville,ON,CAN,73,190,L,,24,JOSHBAILEY,Bailey,Josh,NYI,NYI,C/LW,38,11,8,19,7,76,14.5%,622.4,16.4,794,20.9,0.78,57,5.48,42.3%,30.8%,73.1%,75,35,40,46.7%,3.4,24,22,22,21,26,2.3,2.1,2.1,2.0,2.5,6,3,0,0,0,0,1.1,539.3,14.2,13.72,36.71,27.2%,11,3,3,6,17,1.89,34,47.8%,26.1%,73.9%,56,29,27,51.8%,71,73,29.8%,86,64,31.1%,94,95,39.1%,49.0%,8,153,167,151,16.10073077,1.415,2,0.393,-2.444,-1.633,8.9%,.935,944,2.5%,2.65,1.73,29.58,26.58,54.78,56.16,-1.38,23,15,234,216,98,92,165,121,0.80,2.49,2.58,31.48,25.76,58.19,54.97,-4.6,58,60,674,539,249,300,379,372,1,3,2,0.11,0.33,0.22,49.0,1.3,1.28,2.88,30.8%,0,2,0,2,2,2.5,23,0.0%,66.7%,66.7%,1,0,1,0.0%,3,0,32,3,13,0,3,23,1,0,34.2,0.9,0.89,3.27,21.4%,0,0,0,0,0,0,18,6,12,33.3%,0,3,4,19,2,9,9,2,0,1,26,3,19,3,1,1,100%,1,4,0,1,0,0,0, ,5,1.6,0.9,2.6,0.07,0.25,10,10.3,8.1,4,1.9,0.5,6.5,0.17,0.63,99,0,0,10,Knee,"$1,050,000",$0,5.5
